station_id,taxi_zone,taxi_R_total,taxi_R_male,taxi_R_female,taxi_R_age_under_29,taxi_R_age_30_54,taxi_R_age_55_over,taxi_W_total,taxi_W_male,taxi_W_female,taxi_W_age_under_29,taxi_W_age_30_54,taxi_W_age_55_over,startCount_0,endCount_0,startCount_1,endCount_1,startCount_2,endCount_2,startCount_3,endCount_3,startCount_4,endCount_4,startCount_5,endCount_5,startCount_6,endCount_6,startCount_7,endCount_7,startCount_8,endCount_8,startCount_9,endCount_9,startCount_10,endCount_10,startCount_11,endCount_11,startCount_12,endCount_12,startCount_13,endCount_13,startCount_14,endCount_14,startCount_15,endCount_15,startCount_16,endCount_16,startCount_17,endCount_17,startCount_18,endCount_18,startCount_19,endCount_19,startCount_20,endCount_20,startCount_21,endCount_21,startCount_22,endCount_22,startCount_23,endCount_23,label,capacity,lat,lon,name,short_name
301,79,23766,11964.000000000005,11801.999999999995,7984.999999999999,11913.000000000013,3867.999999999991,26074,12241.999999999987,13832.000000000013,6555.000000000003,14189.000000000007,5329.999999999989,390.0,671.0,244.0,377.0,151.0,223.0,96.0,121.0,73.0,59.0,395.0,52.0,1462.0,178.0,2461.0,630.0,3504.0,864.0,1821.0,767.0,1685.0,1010.0,1853.0,1414.0,2189.0,1889.0,2104.0,2032.0,2059.0,2124.0,2212.0,2462.0,2219.0,2935.0,2315.0,4682.0,2420.0,4738.0,2111.0,3159.0,1479.0,2003.0,1179.0,1533.0,906.0,1317.0,620.0,907.0,1,37,40.72217444,-73.98368779,E 2 St & Avenue B,5515.02
445,79,23766,11964.000000000005,11801.999999999995,7984.999999999999,11913.000000000013,3867.999999999991,26074,12241.999999999987,13832.000000000013,6555.000000000003,14189.000000000007,5329.999999999989,403.0,954.0,269.0,520.0,144.0,299.0,103.0,176.0,90.0,110.0,209.0,107.0,1234.0,227.0,2888.0,618.0,7474.0,1171.0,3140.0,1072.0,2747.0,1511.0,2611.0,1803.0,2832.0,2074.0,2677.0,2394.0,2573.0,2671.0,2899.0,3023.0,2560.0,3386.0,2746.0,4882.0,2830.0,6114.0,2354.0,4526.0,1656.0,3248.0,1111.0,2408.0,807.0,1903.0,657.0,1332.0,1,52,40.72740794,-73.98142006,E 10 St & Avenue A,5659.05
487,224,10453,4933.000000000005,5519.999999999995,3243.000000000003,5009.000000000002,2200.999999999997,1407,861.0000000000005,545.9999999999994,281.0000000000004,757.9999999999999,367.99999999999983,172.0,534.0,113.0,306.0,51.0,212.0,60.0,131.0,192.0,68.0,619.0,65.0,2181.0,303.0,3658.0,657.0,3900.0,806.0,1390.0,664.0,1057.0,799.0,1244.0,1103.0,1546.0,1413.0,1441.0,1498.0,1502.0,1845.0,1785.0,2308.0,1769.0,2823.0,2441.0,4624.0,2119.0,4401.0,1761.0,2810.0,1242.0,2438.0,811.0,1877.0,541.0,1313.0,356.0,1006.0,1,34,40.73314259,-73.97573881,E 20 St & FDR Drive,5886.02
504,224,10453,4933.000000000005,5519.999999999995,3243.000000000003,5009.000000000002,2200.999999999997,1407,861.0000000000005,545.9999999999994,281.0000000000004,757.9999999999999,367.99999999999983,867.0,917.0,535.0,584.0,329.0,404.0,211.0,229.0,147.0,169.0,436.0,171.0,1487.0,801.0,3578.0,1607.0,4899.0,2686.0,2616.0,1670.0,1931.0,1749.0,2305.0,2328.0,2640.0,2534.0,2629.0,2513.0,2645.0,2822.0,3043.0,3017.0,3056.0,3515.0,3977.0,5452.0,3719.0,6188.0,3240.0,4516.0,2365.0,3006.0,2067.0,2365.0,1757.0,1818.0,1432.0,1435.0,1,44,40.73221853,-73.98165557,1 Ave & E 16 St,5779.08
72,50,8282,4613.000000000005,3668.999999999996,2083.000000000004,4952.000000000002,1247.0000000000032,25889,15906.000000000013,9982.999999999987,5827.99999999999,15744.999999999998,4316.000000000012,127.0,273.0,78.0,137.0,61.0,93.0,32.0,35.0,68.0,38.0,126.0,190.0,431.0,511.0,906.0,990.0,3545.0,1504.0,2231.0,1649.0,1618.0,1205.0,1378.0,1135.0,1384.0,1348.0,1585.0,1444.0,1735.0,1675.0,1855.0,1785.0,2034.0,1896.0,2349.0,2251.0,2306.0,2934.0,1606.0,2023.0,826.0,1738.0,589.0,1102.0,483.0,877.0,286.0,550.0,5,39,40.76727216,-73.99392888,W 52 St & 11 Ave,6926.01
79,231,10429,5731.000000000003,4697.999999999998,2077.0000000000045,6453.0,1898.9999999999966,172899,81506.99999999993,91392.00000000007,30000.99999999993,103708.99999999993,39188.99999999997,196.0,158.0,99.0,105.0,56.0,50.0,35.0,24.0,13.0,134.0,84.0,68.0,330.0,301.0,470.0,836.0,1228.0,2228.0,1372.0,3016.0,1015.0,1646.0,1118.0,1142.0,1372.0,1301.0,1435.0,1356.0,1434.0,1268.0,1490.0,1409.0,1468.0,1467.0,2053.0,1474.0,2925.0,1876.0,1816.0,1252.0,1114.0,827.0,753.0,565.0,540.0,407.0,392.0,296.0,5,33,40.71911552,-74.00666661,Franklin St & W Broadway,5430.08
82,45,8186,4026.0000000000014,4159.999999999998,1821.9999999999975,4668.999999999997,1694.9999999999966,12402,5957.000000000006,6444.999999999994,1841.0000000000045,7398.000000000006,3163.000000000002,85.0,109.0,18.0,77.0,25.0,49.0,18.0,60.0,25.0,114.0,43.0,114.0,322.0,119.0,302.0,249.0,1015.0,430.0,843.0,408.0,452.0,302.0,459.0,327.0,522.0,470.0,511.0,519.0,619.0,569.0,583.0,638.0,637.0,685.0,733.0,1073.0,846.0,1027.0,693.0,807.0,417.0,614.0,360.0,428.0,219.0,331.0,136.0,242.0,0,27,40.71117416,-74.00016545,St James Pl & Pearl St,5167.06
83,97,14355,6816.999999999999,7538.000000000001,3122.999999999996,9007.999999999998,2224.0000000000045,17994,8389.999999999998,9604.000000000002,3818.000000000007,9978.99999999999,4197.000000000001,195.0,174.0,92.0,118.0,51.0,60.0,29.0,44.0,14.0,17.0,20.0,28.0,184.0,64.0,285.0,246.0,546.0,472.0,514.0,542.0,361.0,401.0,515.0,564.0,588.0,682.0,659.0,711.0,662.0,760.0,726.0,782.0,779.0,907.0,930.0,1080.0,1046.0,1244.0,790.0,1301.0,662.0,866.0,638.0,553.0,508.0,345.0,346.0,244.0,0,62,40.68382604,-73.97632328,Atlantic Ave & Fort Greene Pl,4354.07
119,97,14355,6816.999999999999,7538.000000000001,3122.999999999996,9007.999999999998,2224.0000000000045,17994,8389.999999999998,9604.000000000002,3818.000000000007,9978.99999999999,4197.000000000001,9.0,29.0,9.0,16.0,2.0,7.0,1.0,3.0,1.0,3.0,3.0,15.0,242.0,13.0,106.0,18.0,201.0,43.0,213.0,23.0,156.0,30.0,165.0,45.0,87.0,65.0,89.0,80.0,77.0,120.0,71.0,166.0,63.0,135.0,64.0,159.0,84.0,312.0,94.0,120.0,28.0,86.0,25.0,75.0,27.0,69.0,41.0,53.0,2,19,40.69608941,-73.97803415,Park Ave & St Edwards St,4700.06
120,17,30591,14765.000000000005,15825.999999999995,9080.000000000016,17187.999999999996,4322.999999999992,14566,6528.000000000006,8037.999999999994,3494.000000000004,8269.0,2802.999999999993,43.0,179.0,30.0,89.0,14.0,50.0,12.0,25.0,6.0,8.0,23.0,4.0,145.0,6.0,445.0,28.0,714.0,81.0,608.0,127.0,284.0,137.0,253.0,168.0,248.0,150.0,250.0,206.0,226.0,194.0,214.0,206.0,182.0,251.0,190.0,255.0,241.0,622.0,241.0,597.0,182.0,413.0,160.0,339.0,107.0,262.0,90.0,213.0,0,19,40.68676793,-73.95928168,Lexington Ave & Classon Ave,4452.03
127,158,5867,3201.000000000002,2665.9999999999977,1145.9999999999984,3452.9999999999986,1268.0000000000016,14832,7900.999999999994,6931.000000000006,4130.999999999998,8269.999999999995,2430.9999999999936,477.0,500.0,194.0,253.0,85.0,125.0,70.0,80.0,43.0,73.0,203.0,111.0,997.0,752.0,2481.0,1453.0,5669.0,3996.0,5239.0,6437.0,3529.0,3593.0,2960.0,2492.0,2948.0,2534.0,2898.0,2750.0,2687.0,3012.0,2884.0,2858.0,3268.0,3106.0,5070.0,5423.0,6216.0,6988.0,4536.0,5374.0,2514.0,3023.0,1570.0,1898.0,1178.0,1348.0,1003.0,930.0,3,31,40.73172428,-74.00674436,Barrow St & Hudson St,5805.05
128,125,1572,822.9999999999995,749.0000000000005,334.0000000000001,927.9999999999997,310.00000000000017,30834,16258.999999999984,14575.000000000016,7996.000000000004,18207.000000000004,4630.999999999991,456.0,519.0,246.0,257.0,114.0,157.0,106.0,91.0,118.0,49.0,270.0,53.0,485.0,321.0,1282.0,1639.0,3205.0,4422.0,2715.0,4861.0,1748.0,2171.0,1806.0,1854.0,2126.0,2172.0,2189.0,2321.0,2404.0,2279.0,2552.0,2234.0,2662.0,2615.0,4346.0,3641.0,5428.0,4315.0,3449.0,3728.0,2125.0,2666.0,1513.0,1650.0,1277.0,1168.0,846.0,700.0,3,30,40.72710258,-74.00297088,MacDougal St & Prince St,5687.04
143,33,12611,6248.999999999996,6362.000000000004,2151.000000000003,8125.999999999996,2334.0000000000005,15811,6591.0,9220.0,3500.0000000000077,8749.999999999996,3560.999999999997,92.0,149.0,45.0,81.0,21.0,40.0,10.0,17.0,7.0,13.0,28.0,68.0,151.0,137.0,544.0,239.0,1548.0,744.0,1160.0,554.0,562.0,417.0,558.0,356.0,471.0,425.0,457.0,482.0,501.0,452.0,459.0,516.0,518.0,552.0,585.0,782.0,705.0,1165.0,645.0,1103.0,432.0,672.0,291.0,481.0,206.0,334.0,120.0,217.0,0,24,40.69239502,-73.99337909,Clinton St & Joralemon St,4605.04
144,66,4304,2135.0,2169.0,814.0000000000017,2855.0000000000014,635.0000000000017,10451,5817.999999999995,4633.000000000005,3116.000000000004,6102.999999999996,1231.9999999999984,47.0,56.0,11.0,33.0,4.0,22.0,4.0,9.0,0.0,3.0,15.0,9.0,49.0,15.0,178.0,88.0,328.0,319.0,239.0,193.0,245.0,230.0,286.0,259.0,380.0,375.0,410.0,404.0,402.0,421.0,426.0,435.0,408.0,398.0,375.0,448.0,341.0,420.0,260.0,333.0,158.0,190.0,109.0,131.0,105.0,156.0,178.0,79.0,0,19,40.69839895,-73.98068914,Nassau St & Navy St,4812.02
146,231,10429,5731.000000000003,4697.999999999998,2077.0000000000045,6453.0,1898.9999999999966,172899,81506.99999999993,91392.00000000007,30000.99999999993,103708.99999999993,39188.99999999997,265.0,193.0,126.0,108.0,76.0,73.0,31.0,38.0,17.0,20.0,170.0,108.0,217.0,215.0,680.0,561.0,1680.0,1736.0,1407.0,1628.0,1063.0,1299.0,1125.0,1180.0,1201.0,1578.0,1430.0,1450.0,1405.0,1352.0,1330.0,1385.0,1342.0,1493.0,1806.0,2001.0,2375.0,2144.0,1871.0,1526.0,1058.0,913.0,818.0,608.0,620.0,427.0,498.0,310.0,5,39,40.71625008,-74.0091059,Hudson St & Reade St,5359.10
150,4,12318,6125.000000000006,6192.999999999994,3731.000000000002,6421.0,2166.0,2717,1310.0000000000011,1406.9999999999989,688.0000000000014,1505.9999999999993,522.9999999999993,150.0,448.0,97.0,276.0,68.0,197.0,27.0,108.0,31.0,45.0,222.0,32.0,726.0,106.0,2320.0,460.0,3000.0,591.0,1074.0,297.0,796.0,531.0,815.0,540.0,857.0,719.0,989.0,826.0,975.0,1007.0,975.0,1004.0,1063.0,1313.0,1116.0,2001.0,1250.0,3339.0,1192.0,2497.0,959.0,1614.0,618.0,1033.0,414.0,756.0,268.0,538.0,5,29,40.7208736,-73.98085795,E 2 St & Avenue C,5476.03
151,144,6609,3404.0,3205.0,1854.0000000000007,3576.0000000000023,1179.0000000000032,29287,13894.999999999993,15392.000000000007,9765.999999999998,15234.000000000013,4286.999999999988,810.0,739.0,483.0,455.0,279.0,261.0,196.0,152.0,131.0,100.0,202.0,253.0,559.0,928.0,1248.0,1652.0,3724.0,3583.0,3912.0,5970.0,3044.0,4003.0,3556.0,3863.0,4401.0,4648.0,4834.0,4606.0,5006.0,4602.0,4858.0,4482.0,5225.0,4628.0,6313.0,5512.0,7031.0,6010.0,5296.0,5036.0,3792.0,3493.0,2546.0,2098.0,1716.0,1571.0,1212.0,1076.0,4,33,40.72210378668603,-73.99724900722505,Cleveland Pl & Spring St,5492.05
157,33,12611,6248.999999999996,6362.000000000004,2151.000000000003,8125.999999999996,2334.0000000000005,15811,6591.0,9220.0,3500.0000000000077,8749.999999999996,3560.999999999997,178.0,153.0,85.0,114.0,30.0,50.0,16.0,26.0,2.0,13.0,14.0,10.0,277.0,151.0,841.0,161.0,1704.0,297.0,870.0,442.0,501.0,392.0,516.0,465.0,598.0,654.0,651.0,778.0,658.0,891.0,650.0,817.0,731.0,935.0,671.0,1322.0,771.0,1875.0,796.0,1216.0,492.0,813.0,385.0,475.0,370.0,371.0,364.0,309.0,0,23,40.69089272,-73.99612349,Henry St & Atlantic Ave,4531.05
161,114,6419,3429.0,2990.0,1633.9999999999973,3526.0,1259.0000000000025,25754,12972.99999999999,12781.00000000001,8241.000000000005,13069.999999999995,4442.999999999998,890.0,643.0,499.0,349.0,282.0,183.0,133.0,99.0,115.0,71.0,101.0,75.0,352.0,234.0,1083.0,898.0,2126.0,2121.0,1930.0,2804.0,1715.0,2574.0,1925.0,2198.0,2160.0,2683.0,2184.0,2617.0,2681.0,2554.0,2759.0,2915.0,3094.0,3111.0,3379.0,3550.0,3538.0,3923.0,3338.0,3172.0,2698.0,2385.0,2343.0,1624.0,1778.0,1172.0,1267.0,854.0,1,35,40.72917025,-73.99810231,LaGuardia Pl & W 3 St,5721.14
164,233,9600,4771.000000000005,4828.999999999995,2850.0,5011.000000000005,1738.999999999997,42274,21103.999999999996,21170.000000000007,8851.00000000001,25585.0,7837.999999999989,201.0,207.0,68.0,86.0,32.0,34.0,15.0,28.0,12.0,12.0,154.0,59.0,402.0,547.0,1031.0,1103.0,2103.0,3727.0,1418.0,4473.0,883.0,1396.0,891.0,751.0,1186.0,1097.0,1087.0,992.0,1112.0,867.0,932.0,848.0,1715.0,900.0,3410.0,1547.0,3302.0,1617.0,1486.0,1202.0,868.0,831.0,583.0,555.0,464.0,433.0,330.0,311.0,5,47,40.75323098,-73.97032517,E 47 St & 2 Ave,6498.10
167,170,14419,6978.000000000003,7440.999999999997,4699.999999999994,7302.000000000001,2417.000000000006,99255,51457.00000000004,47797.99999999996,25152.999999999953,56457.99999999996,17643.99999999999,202.0,314.0,92.0,125.0,50.0,72.0,21.0,64.0,20.0,35.0,142.0,201.0,593.0,771.0,2114.0,2569.0,3963.0,5441.0,3586.0,4179.0,1633.0,1481.0,1486.0,1223.0,1671.0,1400.0,1558.0,1453.0,1718.0,1450.0,1547.0,1385.0,2313.0,1512.0,3759.0,2527.0,2750.0,2397.0,1786.0,1634.0,1146.0,1174.0,807.0,840.0,576.0,647.0,383.0,456.0,5,45,40.7489006,-73.97604882,E 39 St & 3 Ave,6389.03
168,234,9158,4822.000000000005,4335.999999999995,2164.999999999999,5506.000000000004,1486.9999999999966,119550,61302.99999999996,58247.00000000004,35939.000000000044,66079.00000000004,17532.000000000025,210.0,134.0,122.0,87.0,56.0,50.0,30.0,79.0,34.0,89.0,120.0,292.0,513.0,842.0,1100.0,1758.0,2448.0,4576.0,2828.0,6167.0,2123.0,2965.0,2520.0,2999.0,3222.0,3556.0,3425.0,3654.0,3817.0,3658.0,3809.0,3658.0,4441.0,4014.0,6741.0,4842.0,6644.0,4726.0,4075.0,3247.0,2427.0,1872.0,1088.0,713.0,644.0,400.0,375.0,233.0,3,47,40.73971301,-73.99456405,W 18 St & 6 Ave,6064.08
173,230,4275,2344.9999999999977,1930.0000000000016,1017.9999999999992,2364.0000000000005,893.0000000000005,154966,88075.99999999993,66890.00000000007,34375.999999999935,94415.0,26175.00000000007,350.0,281.0,219.0,152.0,121.0,114.0,75.0,65.0,58.0,66.0,70.0,705.0,384.0,2331.0,1257.0,3712.0,3355.0,4247.0,3154.0,3484.0,2193.0,1823.0,1903.0,1512.0,2234.0,1889.0,2177.0,2057.0,2184.0,1886.0,2330.0,1610.0,3224.0,1907.0,4482.0,2458.0,2898.0,2600.0,1930.0,2040.0,1328.0,1200.0,954.0,785.0,897.0,667.0,439.0,403.0,3,51,40.76068327096592,-73.98452728986742,Broadway & W 49 St,6708.02
174,137,12006,5673.999999999995,6332.000000000005,4188.999999999995,5744.000000000006,2072.9999999999995,33528,12935.999999999987,20592.00000000001,6106.00000000001,19386.99999999999,8035.000000000001,236.0,625.0,103.0,351.0,44.0,193.0,28.0,103.0,104.0,61.0,61.0,42.0,562.0,305.0,1963.0,1553.0,4860.0,3004.0,2676.0,1693.0,1388.0,919.0,1083.0,771.0,1135.0,932.0,996.0,1100.0,1169.0,1285.0,1580.0,1282.0,1577.0,1433.0,2008.0,2506.0,2117.0,2810.0,1942.0,2477.0,1531.0,1890.0,892.0,1596.0,511.0,1309.0,431.0,874.0,5,30,40.7381765,-73.97738662,E 25 St & 1 Ave,6004.07
195,87,10121,5113.000000000003,5007.999999999997,3812.0000000000014,5280.000000000005,1028.9999999999957,81845,40800.99999999996,41044.00000000004,16001.99999999999,48583.00000000005,17259.999999999967,150.0,229.0,85.0,126.0,50.0,72.0,33.0,44.0,20.0,34.0,61.0,150.0,156.0,812.0,877.0,1672.0,1862.0,3592.0,1555.0,2978.0,992.0,1468.0,1359.0,1335.0,1833.0,1536.0,2213.0,1795.0,1877.0,1673.0,2125.0,1589.0,2798.0,1536.0,4056.0,1910.0,2327.0,1531.0,1230.0,1035.0,732.0,662.0,555.0,548.0,390.0,369.0,234.0,307.0,5,45,40.70905623,-74.01043382,Liberty St & Broadway,5105.01
212,68,15825,8424.999999999998,7400.000000000003,3677.999999999993,8951.999999999996,3194.999999999994,53687,29558.000000000025,24128.999999999975,12762.999999999984,31665.000000000025,9258.999999999998,226.0,183.0,132.0,85.0,133.0,48.0,90.0,25.0,54.0,25.0,80.0,157.0,218.0,984.0,803.0,1200.0,1527.0,2080.0,1286.0,2825.0,1166.0,1489.0,1516.0,1364.0,1527.0,1528.0,1856.0,1484.0,1923.0,1686.0,2059.0,1818.0,2270.0,1664.0,2616.0,2005.0,2687.0,2240.0,1783.0,1509.0,1061.0,858.0,590.0,484.0,357.0,343.0,350.0,364.0,5,28,40.74334935,-74.00681753,W 16 St & The High Line,6233.05
216,33,12611,6248.999999999996,6362.000000000004,2151.000000000003,8125.999999999996,2334.0000000000005,15811,6591.0,9220.0,3500.0000000000077,8749.999999999996,3560.999999999997,48.0,47.0,12.0,31.0,17.0,3.0,3.0,10.0,1.0,2.0,19.0,6.0,91.0,25.0,132.0,39.0,480.0,168.0,406.0,63.0,281.0,169.0,345.0,230.0,439.0,365.0,404.0,373.0,522.0,429.0,465.0,395.0,504.0,426.0,515.0,434.0,458.0,428.0,416.0,496.0,325.0,421.0,204.0,273.0,120.0,153.0,49.0,76.0,0,23,40.70037867,-73.99548059,Columbia Heights & Cranberry St,4829.01
217,66,4304,2135.0,2169.0,814.0000000000017,2855.0000000000014,635.0000000000017,10451,5817.999999999995,4633.000000000005,3116.000000000004,6102.999999999996,1231.9999999999984,212.0,183.0,97.0,89.0,43.0,60.0,8.0,36.0,8.0,15.0,6.0,17.0,38.0,81.0,152.0,200.0,292.0,453.0,373.0,780.0,484.0,752.0,768.0,1098.0,1233.0,1595.0,1634.0,1878.0,2149.0,1914.0,2132.0,1914.0,1896.0,1703.0,1888.0,1635.0,1611.0,1533.0,1263.0,1529.0,1004.0,1036.0,818.0,730.0,786.0,498.0,517.0,320.0,5,39,40.70277159,-73.99383605,Old Fulton St,4903.08
223,249,13260,6853.999999999999,6406.000000000001,3574.000000000004,7239.000000000004,2446.999999999994,21932,11808.000000000005,10123.999999999996,5764.999999999995,12098.000000000013,4068.999999999995,527.0,518.0,244.0,262.0,111.0,165.0,84.0,112.0,55.0,115.0,121.0,147.0,566.0,712.0,1409.0,1292.0,2485.0,1705.0,2534.0,1609.0,1572.0,1477.0,1648.0,2001.0,2014.0,1942.0,2056.0,1847.0,1870.0,1900.0,1952.0,1902.0,1995.0,2171.0,2510.0,3299.0,2736.0,3587.0,2513.0,2852.0,2005.0,1853.0,1450.0,1366.0,1075.0,1062.0,787.0,820.0,1,33,40.73781509,-73.99994661,W 13 St & 7 Ave,6030.04
228,162,3755,2002.0,1753.0000000000002,1079.9999999999986,2005.0000000000007,670.0000000000008,114485,62833.99999999999,51651.00000000002,24741.99999999997,69616.00000000004,20126.99999999998,187.0,154.0,78.0,131.0,31.0,118.0,24.0,112.0,20.0,38.0,73.0,180.0,324.0,882.0,612.0,3025.0,1029.0,5274.0,919.0,2928.0,779.0,854.0,902.0,671.0,1198.0,937.0,1122.0,979.0,1131.0,890.0,1359.0,877.0,2743.0,1042.0,5000.0,1215.0,3117.0,1295.0,1035.0,840.0,626.0,569.0,501.0,428.0,389.0,333.0,267.0,253.0,5,55,40.7546011026,-73.971878855,E 48 St & 3 Ave,6541.03
229,114,6419,3429.0,2990.0,1633.9999999999973,3526.0,1259.0000000000025,25754,12972.99999999999,12781.00000000001,8241.000000000005,13069.999999999995,4442.999999999998,403.0,233.0,257.0,118.0,164.0,74.0,88.0,27.0,38.0,40.0,75.0,226.0,207.0,548.0,825.0,1424.0,1472.0,2476.0,2335.0,2972.0,1555.0,2019.0,1610.0,1736.0,1871.0,2060.0,1996.0,2044.0,1973.0,1865.0,2064.0,2051.0,2183.0,2099.0,2995.0,2591.0,3195.0,3131.0,2481.0,2335.0,1638.0,1463.0,1322.0,992.0,909.0,583.0,662.0,424.0,5,23,40.72743423,-73.99379025,Great Jones St,5636.11
232,65,5257,2594.9999999999977,2662.0000000000023,1271.000000000002,3276.0000000000014,710.0000000000017,62423,45647.0,16776.0,5424.000000000017,38567.99999999999,18431.0,69.0,68.0,16.0,34.0,10.0,15.0,13.0,23.0,5.0,7.0,6.0,4.0,25.0,15.0,79.0,123.0,294.0,187.0,377.0,301.0,357.0,375.0,553.0,669.0,690.0,753.0,786.0,821.0,814.0,917.0,812.0,848.0,910.0,927.0,945.0,907.0,801.0,785.0,511.0,600.0,359.0,342.0,189.0,217.0,181.0,151.0,76.0,109.0,0,23,40.69597683,-73.99014892,Cadman Plaza E & Tillary St,4677.01
236,79,23766,11964.000000000005,11801.999999999995,7984.999999999999,11913.000000000013,3867.999999999991,26074,12241.999999999987,13832.000000000013,6555.000000000003,14189.000000000007,5329.999999999989,794.0,911.0,562.0,534.0,320.0,350.0,233.0,201.0,227.0,159.0,295.0,123.0,801.0,283.0,1266.0,444.0,3856.0,829.0,2770.0,1462.0,2157.0,1208.0,2213.0,1787.0,2413.0,2235.0,2682.0,2417.0,2463.0,2257.0,2582.0,2414.0,2290.0,2642.0,2614.0,3704.0,3011.0,5184.0,2791.0,4479.0,2197.0,3505.0,1829.0,2419.0,1618.0,1905.0,1180.0,1288.0,1,39,40.7284186,-73.98713956,St Marks Pl & 2 Ave,5669.10
237,79,23766,11964.000000000005,11801.999999999995,7984.999999999999,11913.000000000013,3867.999999999991,26074,12241.999999999987,13832.000000000013,6555.000000000003,14189.000000000007,5329.999999999989,819.0,749.0,526.0,496.0,312.0,311.0,152.0,185.0,90.0,63.0,236.0,37.0,1021.0,151.0,2380.0,671.0,3641.0,1355.0,2044.0,1069.0,1522.0,1250.0,1866.0,1659.0,2256.0,2387.0,2554.0,2447.0,2218.0,2364.0,2466.0,2585.0,2726.0,3008.0,2738.0,4200.0,3126.0,5880.0,2759.0,4443.0,2246.0,2836.0,1869.0,1949.0,1723.0,1622.0,1238.0,1209.0,1,39,40.73047309,-73.98672378,E 11 St & 2 Ave,5746.04
238,158,5867,3201.000000000002,2665.9999999999977,1145.9999999999984,3452.9999999999986,1268.0000000000016,14832,7900.999999999994,6931.000000000006,4130.999999999998,8269.999999999995,2430.9999999999936,303.0,219.0,160.0,112.0,97.0,64.0,25.0,19.0,90.0,16.0,155.0,25.0,740.0,209.0,1370.0,365.0,2511.0,591.0,1647.0,828.0,978.0,926.0,1174.0,1151.0,1251.0,1475.0,1314.0,1513.0,1488.0,1708.0,1534.0,1794.0,1538.0,2109.0,1731.0,2796.0,1865.0,2955.0,1383.0,2059.0,944.0,1218.0,713.0,806.0,577.0,610.0,449.0,409.0,5,31,40.7361967,-74.00859207,Bank St & Washington St,5964.01
239,97,14355,6816.999999999999,7538.000000000001,3122.999999999996,9007.999999999998,2224.0000000000045,17994,8389.999999999998,9604.000000000002,3818.000000000007,9978.99999999999,4197.000000000001,86.0,81.0,47.0,38.0,33.0,18.0,17.0,7.0,38.0,8.0,25.0,57.0,62.0,694.0,205.0,951.0,546.0,2036.0,633.0,1085.0,288.0,370.0,315.0,308.0,406.0,276.0,383.0,335.0,477.0,298.0,473.0,264.0,731.0,256.0,1178.0,414.0,1623.0,429.0,869.0,309.0,508.0,199.0,325.0,191.0,250.0,186.0,176.0,121.0,0,31,40.69196566,-73.9813018,Willoughby St & Fleet St,4628.05
241,97,14355,6816.999999999999,7538.000000000001,3122.999999999996,9007.999999999998,2224.0000000000045,17994,8389.999999999998,9604.000000000002,3818.000000000007,9978.99999999999,4197.000000000001,75.0,140.0,31.0,96.0,13.0,46.0,12.0,35.0,10.0,11.0,12.0,33.0,435.0,206.0,552.0,115.0,1066.0,244.0,613.0,352.0,473.0,273.0,391.0,280.0,445.0,404.0,489.0,357.0,426.0,463.0,434.0,427.0,398.0,446.0,440.0,454.0,397.0,605.0,395.0,644.0,263.0,458.0,175.0,284.0,156.0,245.0,146.0,196.0,0,23,40.68981035,-73.97493121,DeKalb Ave & S Portland Ave,4546.04
242,97,14355,6816.999999999999,7538.000000000001,3122.999999999996,9007.999999999998,2224.0000000000045,17994,8389.999999999998,9604.000000000002,3818.000000000007,9978.99999999999,4197.000000000001,57.0,202.0,43.0,90.0,21.0,43.0,8.0,18.0,2.0,6.0,10.0,19.0,24.0,267.0,105.0,149.0,530.0,350.0,368.0,810.0,352.0,479.0,392.0,301.0,454.0,346.0,619.0,430.0,503.0,398.0,462.0,382.0,479.0,356.0,580.0,413.0,624.0,546.0,409.0,490.0,238.0,332.0,150.0,303.0,125.0,246.0,91.0,187.0,0,23,40.697787,-73.973736,Carlton Ave & Flushing Ave,4732.08
243,97,14355,6816.999999999999,7538.000000000001,3122.999999999996,9007.999999999998,2224.0000000000045,17994,8389.999999999998,9604.000000000002,3818.000000000007,9978.99999999999,4197.000000000001,94.0,108.0,50.0,29.0,14.0,23.0,14.0,12.0,9.0,8.0,9.0,48.0,47.0,275.0,265.0,912.0,291.0,1745.0,515.0,1196.0,332.0,351.0,252.0,354.0,316.0,318.0,312.0,349.0,365.0,290.0,343.0,306.0,369.0,322.0,635.0,440.0,876.0,627.0,787.0,496.0,506.0,270.0,388.0,192.0,248.0,153.0,165.0,133.0,0,31,40.688226,-73.979382,Fulton St & Rockwell Pl,4513.03
244,49,18607,8760.999999999995,9846.000000000004,4308.0000000000055,11586.99999999999,2712.000000000003,9436,4639.0,4797.0,2380.000000000001,5141.0,1914.999999999998,49.0,151.0,14.0,98.0,18.0,52.0,16.0,39.0,5.0,23.0,42.0,16.0,118.0,47.0,577.0,70.0,1360.0,210.0,951.0,228.0,374.0,144.0,357.0,151.0,391.0,194.0,295.0,249.0,357.0,244.0,297.0,288.0,343.0,418.0,477.0,458.0,405.0,931.0,354.0,921.0,221.0,545.0,161.0,430.0,116.0,358.0,77.0,289.0,0,31,40.69196035,-73.96536851,Willoughby Ave & Hall St,4611.03
