CensusTract,County,Borough,Income,IncomePerCap,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
36005000100,Bronx,Bronx,,2440.0,,,,,,,,0,,,,,
36005000200,Bronx,Bronx,72034.0,22180.0,44.8,13.7,38.6,2.9,0.0,0.0,43.0,2308,80.8,16.2,2.9,0.0,7.7
36005000400,Bronx,Bronx,74836.0,27700.0,41.3,10.0,44.6,1.4,0.5,2.1,45.0,2675,71.7,25.3,2.5,0.6,9.5
36005001600,Bronx,Bronx,32312.0,17526.0,37.2,5.3,45.5,8.6,1.6,1.7,38.8,2120,75.0,21.3,3.8,0.0,8.7
36005001900,Bronx,Bronx,37936.0,17986.0,19.2,5.3,63.9,3.0,2.4,6.2,45.4,1083,76.8,15.5,7.7,0.0,19.2
36005002000,Bronx,Bronx,18086.0,12023.0,19.6,7.0,68.2,4.3,1.0,0.0,46.0,2508,71.0,21.3,7.7,0.0,17.2
36005002300,Bronx,Bronx,14479.0,9781.0,5.9,0.0,74.5,14.0,1.5,4.1,42.7,1191,74.2,16.1,9.7,0.0,18.9
36005002400,Bronx,Bronx,,49365.0,0.0,0.0,100.0,0.0,0.0,0.0,,113,62.8,37.2,0.0,0.0,0.0
36005002500,Bronx,Bronx,17226.0,11493.0,12.6,2.8,62.5,17.7,1.8,2.7,35.5,1691,85.1,8.3,6.1,0.5,9.4
36005002701,Bronx,Bronx,20153.0,10317.0,14.0,1.7,64.7,18.0,0.0,1.6,42.8,1102,86.9,8.5,4.5,0.0,15.2
36005002702,Bronx,Bronx,17147.0,8911.0,5.1,3.0,83.6,7.1,0.7,0.5,44.0,1559,75.0,14.0,11.0,0.0,10.6
36005002800,Bronx,Bronx,49529.0,26652.0,42.8,3.7,48.2,2.0,0.6,2.7,47.3,2394,61.9,37.4,0.6,0.0,12.8
36005003100,Bronx,Bronx,37250.0,17043.0,16.4,0.0,65.5,14.6,3.5,0.0,40.1,722,79.2,10.2,10.5,0.0,6.6
36005003300,Bronx,Bronx,19923.0,8555.0,11.0,4.6,68.4,13.5,0.8,1.8,42.5,1113,77.2,16.9,5.9,0.0,18.5
36005003500,Bronx,Bronx,26541.0,12300.0,19.6,2.6,64.7,7.4,1.0,4.7,41.6,1360,83.2,13.4,3.4,0.0,11.8
36005003700,Bronx,Bronx,,14771.0,8.3,0.0,79.2,12.5,0.0,0.0,33.0,96,100.0,0.0,0.0,0.0,11.1
36005003800,Bronx,Bronx,37685.0,19795.0,41.6,1.7,47.3,6.9,1.3,1.1,41.3,476,71.8,27.1,1.1,0.0,13.1
36005003900,Bronx,Bronx,25990.0,14559.0,3.4,1.1,83.6,6.5,0.6,4.8,42.9,2729,88.2,3.4,8.2,0.3,9.3
36005004001,Bronx,Bronx,48056.0,22652.0,31.0,3.0,62.9,3.2,0.0,0.0,47.4,602,81.9,16.9,1.2,0.0,6.8
36005004100,Bronx,Bronx,18636.0,10877.0,6.7,0.5,75.1,16.2,0.7,0.8,43.5,1734,81.3,13.4,5.3,0.0,19.2
36005004200,Bronx,Bronx,25741.0,13846.0,19.4,2.7,68.9,7.2,1.0,1.0,48.5,2094,71.8,24.2,3.4,0.6,21.0
36005004300,Bronx,Bronx,21448.0,11828.0,13.4,2.6,66.4,12.6,1.0,4.0,39.6,2026,76.8,12.2,11.0,0.0,15.6
36005004400,Bronx,Bronx,22719.0,12126.0,15.9,5.6,72.4,2.5,0.8,2.8,43.2,1446,79.3,19.3,1.4,0.0,26.1
36005004600,Bronx,Bronx,40950.0,19260.0,35.3,8.3,47.1,9.3,0.0,0.0,33.7,589,68.6,23.3,8.1,0.0,13.4
36005004800,Bronx,Bronx,30301.0,13968.0,14.0,5.0,71.0,6.6,0.0,3.4,42.1,1577,84.0,8.1,8.0,0.0,14.0
36005005001,Bronx,Bronx,27456.0,15334.0,14.7,4.3,69.6,8.0,0.0,3.3,48.2,1919,78.0,16.3,3.1,2.6,14.5
36005005002,Bronx,Bronx,28039.0,12990.0,5.4,3.4,75.1,10.4,2.3,3.3,48.2,2647,93.3,2.1,4.6,0.0,13.3
36005005100,Bronx,Bronx,18633.0,10602.0,2.4,2.0,92.2,2.5,0.5,0.5,43.6,1631,77.9,19.0,2.7,0.4,22.6
36005005200,Bronx,Bronx,17756.0,15123.0,14.0,3.7,54.0,12.0,7.3,9.0,43.2,749,81.6,9.6,8.8,0.0,13.5
36005005300,Bronx,Bronx,17719.0,10031.0,11.0,4.4,78.7,3.6,2.4,0.0,56.8,990,85.1,14.9,0.0,0.0,23.7
36005005400,Bronx,Bronx,27380.0,14711.0,15.0,3.1,67.9,5.6,4.5,3.9,41.3,2600,81.5,7.2,11.3,0.0,8.9
36005005600,Bronx,Bronx,17771.0,13596.0,17.6,7.4,65.0,8.7,0.0,1.3,40.0,821,87.3,10.2,2.4,0.0,16.8
36005005902,Bronx,Bronx,38542.0,19604.0,13.6,2.6,66.5,8.6,0.1,8.7,40.1,1205,70.5,23.2,6.2,0.0,14.2
36005006000,Bronx,Bronx,41190.0,15989.0,25.9,4.7,61.2,3.5,0.0,4.7,40.4,522,75.1,18.4,6.5,0.0,11.1
36005006100,Bronx,Bronx,48298.0,31379.0,27.0,0.8,64.5,7.7,0.0,0.0,37.5,1581,61.0,37.6,1.4,0.0,7.8
36005006200,Bronx,Bronx,24480.0,12152.0,17.6,0.4,66.7,5.2,3.1,7.1,41.6,2749,75.6,12.5,12.0,0.0,11.4
36005006300,Bronx,Bronx,32064.0,19243.0,12.9,0.8,73.3,10.4,2.7,0.0,41.4,2032,80.0,13.9,6.1,0.0,12.8
36005006400,Bronx,Bronx,30726.0,15846.0,32.0,0.8,63.8,0.7,0.6,2.1,46.7,1459,79.4,13.0,7.5,0.0,12.2
36005006500,Bronx,Bronx,21384.0,11967.0,3.3,0.0,73.5,18.1,0.0,5.1,35.9,2168,85.2,10.7,4.1,0.0,11.6
36005006700,Bronx,Bronx,21016.0,13243.0,7.8,0.8,62.9,17.9,4.9,5.7,46.2,2413,81.8,9.9,8.3,0.0,14.6
36005006800,Bronx,Bronx,47232.0,17178.0,25.6,5.8,58.5,5.1,3.9,1.1,42.9,1370,84.2,12.6,3.3,0.0,12.5
36005006900,Bronx,Bronx,19741.0,12111.0,15.5,3.9,63.8,12.0,0.0,4.9,38.3,2617,80.0,14.6,5.4,0.0,16.7
36005007000,Bronx,Bronx,34191.0,14602.0,14.2,4.5,72.5,3.9,0.9,4.0,45.4,1877,84.8,12.6,2.6,0.0,11.8
36005007100,Bronx,Bronx,38289.0,18245.0,19.2,0.5,68.3,9.4,1.2,1.4,44.4,1011,78.2,19.8,2.0,0.0,16.5
36005007200,Bronx,Bronx,37634.0,14985.0,29.4,0.9,60.1,5.0,2.2,2.3,42.2,2307,84.8,9.3,5.9,0.0,7.4
36005007300,Bronx,Bronx,18358.0,9872.0,12.2,1.9,61.8,9.5,2.6,12.0,46.2,1127,91.2,5.3,3.5,0.0,20.2
36005007400,Bronx,Bronx,44455.0,22275.0,40.8,6.8,46.4,3.3,0.0,2.7,45.4,1630,74.7,23.9,1.5,0.0,7.1
36005007500,Bronx,Bronx,25452.0,13290.0,18.6,3.8,63.1,10.1,1.8,2.7,38.8,2017,78.7,15.2,6.1,0.0,8.5
36005007600,Bronx,Bronx,33465.0,15194.0,26.7,5.8,61.0,3.2,1.0,2.3,39.4,2316,87.4,7.9,3.5,1.2,9.4
36005007700,Bronx,Bronx,26486.0,13724.0,15.5,10.4,60.2,8.3,2.5,3.1,40.2,684,79.1,12.1,7.9,0.9,13.6
36005007800,Bronx,Bronx,30437.0,14343.0,21.5,10.2,57.6,5.6,1.9,3.1,37.6,2415,86.0,7.3,6.7,0.0,15.7
36005007900,Bronx,Bronx,24278.0,13513.0,13.8,0.0,71.0,10.0,1.1,4.1,41.1,2204,80.3,9.2,10.5,0.0,14.4
36005008300,Bronx,Bronx,19818.0,11959.0,10.5,2.4,74.2,6.2,3.2,3.5,42.1,2354,89.8,4.6,5.3,0.3,14.1
36005008400,Bronx,Bronx,60135.0,23698.0,36.6,5.2,54.2,4.0,0.0,0.0,41.8,1039,79.2,17.7,3.1,0.0,10.2
36005008500,Bronx,Bronx,27174.0,12216.0,13.1,3.4,66.7,11.7,3.2,1.9,37.9,2188,82.8,5.3,9.8,2.1,15.1
36005008600,Bronx,Bronx,23045.0,12513.0,17.9,5.2,61.7,14.6,0.0,0.6,46.2,1295,82.8,13.1,4.1,0.0,9.4
36005008700,Bronx,Bronx,29188.0,14050.0,9.5,4.0,70.7,7.5,2.3,6.0,44.5,2236,80.6,15.2,4.2,0.0,8.3
36005008900,Bronx,Bronx,20849.0,11550.0,11.7,4.9,67.7,10.4,1.1,4.1,44.3,1162,83.4,11.3,5.3,0.0,6.5
36005009000,Bronx,Bronx,27000.0,19161.0,36.4,6.5,47.8,4.8,0.0,4.4,43.8,1075,78.5,17.6,3.9,0.0,14.6
36005009200,Bronx,Bronx,35227.0,18825.0,13.2,8.1,67.9,6.7,3.8,0.4,48.4,2235,77.0,16.8,6.1,0.0,18.6
36005009300,Bronx,Bronx,30159.0,11783.0,24.0,2.3,45.4,23.3,1.1,3.9,40.1,2021,87.2,6.7,6.1,0.0,9.5
36005009600,Bronx,Bronx,41250.0,17217.0,22.4,7.2,52.4,12.2,2.0,3.7,38.0,932,70.9,19.8,9.2,0.0,17.1
36005009800,Bronx,Bronx,57438.0,24276.0,39.7,6.4,49.8,3.1,1.0,0.0,48.3,2290,69.1,25.9,4.9,0.0,12.7
36005011000,Bronx,Bronx,,29025.0,42.1,0.0,44.2,0.0,0.0,13.7,,95,46.3,53.7,0.0,0.0,12.8
36005011502,Bronx,Bronx,21765.0,10986.0,17.3,2.8,65.3,11.5,0.5,2.7,40.5,1332,84.6,7.0,8.4,0.0,18.5
36005011700,Bronx,Bronx,25483.0,14854.0,13.3,7.3,55.3,18.4,0.0,5.6,38.3,608,87.7,10.5,1.8,0.0,16.8
36005011800,Bronx,Bronx,83077.0,28379.0,52.6,13.4,25.6,4.4,0.8,3.1,34.7,2315,74.2,24.4,1.4,0.0,7.0
36005011900,Bronx,Bronx,22097.0,13201.0,7.1,3.0,76.8,5.5,0.6,7.0,44.3,1866,82.9,13.2,3.9,0.0,15.6
36005012101,Bronx,Bronx,27813.0,11175.0,14.4,3.1,77.7,1.6,0.3,2.7,46.4,1259,80.5,16.9,2.5,0.0,10.6
36005012102,Bronx,Bronx,20028.0,8603.0,15.7,5.2,70.2,8.9,0.0,0.0,44.1,510,87.1,8.6,4.3,0.0,17.7
36005012300,Bronx,Bronx,21300.0,15115.0,12.5,1.8,69.6,9.8,1.7,4.5,43.3,1520,93.5,4.5,2.0,0.0,10.6
36005012500,Bronx,Bronx,26348.0,14459.0,21.5,3.7,61.6,6.0,4.1,3.0,39.3,1421,74.5,14.1,9.7,1.7,13.5
36005012701,Bronx,Bronx,18641.0,11700.0,4.4,4.3,72.2,16.9,1.7,0.5,39.7,656,83.4,14.8,1.8,0.0,9.0
36005012901,Bronx,Bronx,18269.0,9415.0,7.9,3.2,75.6,7.4,0.0,5.8,43.4,995,88.6,10.2,1.2,0.0,14.1
36005013000,Bronx,Bronx,77917.0,33654.0,52.1,14.6,30.4,0.9,0.0,2.0,39.2,747,76.3,22.8,0.9,0.0,6.7
36005013100,Bronx,Bronx,25271.0,12742.0,16.5,2.7,67.2,6.0,2.7,4.9,42.8,1686,80.5,9.2,10.3,0.0,11.5
36005013200,Bronx,Bronx,96701.0,38669.0,54.0,6.8,30.6,7.0,1.6,0.0,41.4,3797,73.2,24.3,2.5,0.0,7.5
36005013300,Bronx,Bronx,25282.0,13793.0,18.9,3.5,62.0,5.3,8.2,2.1,36.5,2479,72.7,13.6,13.8,0.0,15.0
36005013500,Bronx,Bronx,23279.0,14125.0,19.0,0.9,68.2,6.8,3.5,1.6,41.6,1244,75.4,18.4,6.2,0.0,12.3
36005013800,Bronx,Bronx,79773.0,39479.0,59.1,12.6,24.5,1.7,0.0,2.2,35.6,1420,72.7,22.2,5.1,0.0,7.9
36005014100,Bronx,Bronx,32500.0,20805.0,15.1,2.2,70.6,10.1,0.0,2.0,43.8,2163,88.3,8.9,1.9,0.9,13.1
36005014300,Bronx,Bronx,12000.0,9332.0,7.8,0.0,73.1,10.5,4.6,4.1,39.7,249,94.0,4.4,1.6,0.0,17.8
36005014400,Bronx,Bronx,19418.0,15457.0,31.4,4.4,55.7,6.3,1.7,0.4,58.5,1789,74.0,24.6,1.5,0.0,19.7
36005014500,Bronx,Bronx,22711.0,9229.0,13.6,8.7,69.0,8.7,0.0,0.0,52.4,1952,75.7,21.3,3.0,0.0,21.5
36005014701,Bronx,Bronx,14334.0,8401.0,9.2,1.3,78.7,8.2,0.0,2.6,46.0,1735,74.4,22.0,3.6,0.0,24.8
36005014702,Bronx,Bronx,17782.0,7962.0,4.8,1.3,80.9,10.0,0.8,2.2,44.9,1436,88.6,9.8,1.5,0.0,19.7
36005014900,Bronx,Bronx,27212.0,12449.0,32.7,4.3,52.9,2.9,3.1,4.2,41.6,1430,77.0,11.0,12.0,0.0,18.1
36005015100,Bronx,Bronx,30339.0,14429.0,21.3,4.3,58.6,6.1,8.0,1.8,42.4,1935,82.2,14.3,3.5,0.0,10.4
36005015200,Bronx,Bronx,70162.0,28665.0,41.5,19.0,33.0,3.5,1.3,1.7,36.3,1349,71.6,24.3,4.1,0.0,8.5
36005015300,Bronx,Bronx,19630.0,12812.0,16.3,2.0,71.1,7.4,1.9,1.5,43.7,1539,83.0,13.8,3.1,0.0,15.1
36005015500,Bronx,Bronx,21136.0,10488.0,17.5,1.7,72.7,7.4,0.6,0.0,45.0,844,84.6,9.2,5.2,0.9,31.1
36005015700,Bronx,Bronx,33785.0,16223.0,16.5,1.9,71.5,8.4,0.2,1.4,42.8,1808,73.0,18.2,8.8,0.0,22.6
36005015800,Bronx,Bronx,77045.0,32964.0,43.4,6.9,38.3,4.4,3.9,3.2,40.8,567,78.3,16.8,4.9,0.0,7.5
36005015900,Bronx,Bronx,16027.0,12878.0,19.7,0.0,67.6,11.0,0.0,1.6,46.3,426,84.5,15.3,0.2,0.0,13.1
36005016000,Bronx,Bronx,77216.0,35775.0,55.2,12.9,23.0,3.2,1.6,4.1,35.7,2148,85.3,13.1,1.6,0.0,6.9
36005016100,Bronx,Bronx,12467.0,12532.0,18.5,3.3,69.8,5.4,0.0,3.0,44.0,1465,69.8,25.5,4.6,0.0,17.8
36005016200,Bronx,Bronx,70682.0,22967.0,52.2,4.6,32.3,7.5,0.0,3.4,36.2,824,82.0,17.1,0.8,0.0,9.3
36005016300,Bronx,Bronx,,,,,,,,,,0,,,,,
36005016400,Bronx,Bronx,60682.0,35090.0,40.1,5.0,35.4,8.1,3.4,8.1,31.6,322,78.9,14.6,6.5,0.0,14.6
36005016500,Bronx,Bronx,26645.0,12860.0,20.7,3.0,70.1,2.5,0.0,3.7,50.2,419,70.2,22.7,7.2,0.0,11.0
36005016600,Bronx,Bronx,63421.0,28075.0,36.1,7.6,45.7,2.3,2.6,5.7,46.3,992,86.1,10.9,3.0,0.0,9.1
36005016700,Bronx,Bronx,27222.0,9971.0,19.5,4.1,68.2,3.0,2.5,2.7,43.5,863,76.1,11.2,11.1,1.5,15.5
36005016900,Bronx,Bronx,27697.0,14745.0,28.9,4.5,61.0,5.6,0.0,0.0,40.4,385,82.9,13.2,3.9,0.0,25.2
36005017100,Bronx,Bronx,,,,,,,,,,0,,,,,
36005017300,Bronx,Bronx,18720.0,11124.0,9.5,0.6,75.8,10.6,1.1,2.4,44.1,1850,82.9,8.2,8.9,0.0,17.5
36005017500,Bronx,Bronx,22000.0,16132.0,15.1,1.7,65.0,13.1,2.0,3.1,39.3,2270,79.8,13.1,5.5,1.6,14.4
36005017701,Bronx,Bronx,25022.0,12870.0,10.8,23.0,49.9,7.9,8.5,0.0,30.2,1485,86.6,7.8,5.6,0.0,15.6
36005017702,Bronx,Bronx,23485.0,12008.0,13.3,6.2,62.4,6.5,2.7,8.9,41.2,1850,85.5,7.8,6.6,0.0,15.7
36005017901,Bronx,Bronx,21376.0,12459.0,12.6,0.0,68.0,10.6,2.5,6.3,39.7,1870,71.0,13.4,15.6,0.0,15.7
36005017902,Bronx,Bronx,20852.0,11097.0,7.1,1.0,75.9,5.4,0.0,10.7,43.3,1405,74.9,12.3,12.8,0.0,13.9
36005018101,Bronx,Bronx,27371.0,13799.0,17.6,2.1,68.0,10.0,0.0,2.4,41.1,1293,84.5,10.9,4.6,0.0,12.0
36005018102,Bronx,Bronx,38250.0,14801.0,9.5,2.3,80.4,3.5,1.3,3.0,41.0,2363,84.2,6.3,9.1,0.5,14.8
36005018301,Bronx,Bronx,29987.0,22383.0,16.3,1.5,56.0,13.2,5.0,8.0,35.8,1691,77.4,14.1,8.5,0.0,16.3
36005018302,Bronx,Bronx,31324.0,13543.0,9.3,3.2,65.3,9.0,3.8,9.3,43.5,1573,90.3,7.1,2.6,0.0,16.8
36005018400,Bronx,Bronx,60518.0,30463.0,51.4,7.0,32.7,5.7,0.0,3.1,34.3,1765,80.4,14.2,5.4,0.0,7.1
36005018500,Bronx,Bronx,26496.0,12708.0,15.7,1.2,65.1,6.4,2.9,8.7,48.4,2336,77.7,16.9,5.4,0.0,19.7
36005018900,Bronx,Bronx,21180.0,12466.0,20.2,4.8,52.7,13.8,3.3,5.3,38.7,2624,83.4,11.9,4.7,0.0,16.7
36005019300,Bronx,Bronx,23267.0,13286.0,21.5,3.7,67.9,4.7,1.2,1.0,44.6,1758,80.3,15.5,4.2,0.0,18.7
36005019400,Bronx,Bronx,51176.0,22916.0,47.6,2.6,39.2,8.7,1.4,0.6,43.5,926,84.8,9.1,6.2,0.0,11.1
36005019500,Bronx,Bronx,26706.0,14042.0,8.2,6.0,63.3,12.7,2.6,7.2,40.1,2917,79.2,10.1,10.7,0.0,15.0
36005019700,Bronx,Bronx,25875.0,13599.0,10.5,2.1,74.3,7.0,3.0,3.1,40.3,2707,82.1,10.9,5.0,2.0,9.3
36005019900,Bronx,Bronx,24914.0,14441.0,15.8,4.6,72.1,4.6,1.2,1.6,39.2,3317,85.5,11.0,3.5,0.0,13.4
36005020000,Bronx,Bronx,44771.0,19337.0,17.4,5.7,64.4,5.4,3.6,3.5,50.1,2080,83.2,13.1,3.7,0.0,14.7
36005020100,Bronx,Bronx,24160.0,13334.0,19.1,5.2,63.2,4.9,0.0,7.6,37.9,1582,84.1,8.7,6.6,0.6,9.8
36005020200,Bronx,Bronx,38487.0,19417.0,27.1,6.4,59.6,4.4,0.0,2.5,45.7,974,84.0,13.2,2.7,0.1,7.0
36005020400,Bronx,Bronx,49519.0,20723.0,22.8,11.4,51.7,9.6,2.1,2.5,42.1,1441,74.4,22.1,3.5,0.0,20.5
36005020501,Bronx,Bronx,23160.0,15021.0,14.7,6.5,64.6,12.4,1.2,0.6,39.1,2700,83.6,11.5,4.9,0.0,12.6
36005020502,Bronx,Bronx,15343.0,16001.0,22.8,2.6,68.0,2.6,1.1,2.8,45.9,719,86.6,6.7,6.7,0.0,7.9
36005020601,Bronx,Bronx,76429.0,25477.0,17.3,5.3,69.3,5.0,0.0,3.2,51.2,1350,83.3,14.4,2.3,0.0,17.2
36005020900,Bronx,Bronx,27311.0,14793.0,19.7,1.9,65.8,3.8,8.7,0.0,38.3,1932,86.5,11.3,1.8,0.3,11.0
36005021001,Bronx,Bronx,48396.0,25239.0,20.9,3.4,66.8,4.2,3.5,1.1,46.5,4623,75.2,19.0,5.8,0.0,11.6
36005021002,Bronx,Bronx,43313.0,29947.0,15.5,5.2,66.6,5.8,3.1,3.8,49.0,3247,76.8,18.9,4.3,0.0,15.4
36005021100,Bronx,Bronx,23724.0,11472.0,16.1,8.5,60.5,10.7,0.0,4.2,38.5,1907,87.8,7.5,4.7,0.0,19.1
36005021200,Bronx,Bronx,51443.0,24552.0,18.1,2.0,66.1,9.7,2.4,1.7,40.1,2399,68.0,25.8,6.2,0.0,14.7
36005021301,Bronx,Bronx,16378.0,15822.0,16.7,1.1,59.5,13.6,2.8,6.3,29.9,462,77.5,19.9,2.6,0.0,13.3
36005021302,Bronx,Bronx,30362.0,12748.0,12.2,5.4,66.8,15.6,0.0,0.0,40.4,2132,80.3,15.4,4.3,0.0,12.9
36005021501,Bronx,Bronx,26076.0,11505.0,16.5,4.0,72.4,4.7,0.0,2.3,50.7,1532,89.0,7.3,3.7,0.0,12.9
36005021502,Bronx,Bronx,18507.0,11639.0,16.3,1.0,67.2,7.5,0.7,7.2,38.3,2225,82.8,9.3,7.9,0.0,16.4
36005021601,Bronx,Bronx,25847.0,15578.0,16.9,3.8,69.4,5.9,0.8,3.2,46.0,1622,91.1,5.0,3.9,0.0,19.0
36005021602,Bronx,Bronx,41487.0,21913.0,13.8,3.0,74.6,5.3,2.7,0.6,48.6,2893,72.6,22.8,4.6,0.0,11.2
36005021700,Bronx,Bronx,22721.0,12208.0,14.6,5.7,66.9,7.1,1.3,4.3,42.5,1960,85.7,4.5,8.7,1.1,14.3
36005021800,Bronx,Bronx,37303.0,19344.0,24.1,2.5,56.6,8.3,2.6,5.9,43.6,2893,73.7,16.6,9.1,0.6,16.6
36005021900,Bronx,Bronx,31292.0,15108.0,11.5,6.6,68.8,7.8,3.4,1.9,42.6,590,81.7,10.3,8.0,0.0,9.1
36005022000,Bronx,Bronx,23167.0,8750.0,5.7,3.3,81.6,6.7,2.7,0.0,42.0,842,89.7,4.8,5.6,0.0,19.5
36005022101,Bronx,Bronx,25870.0,12249.0,9.0,2.4,73.5,8.1,0.8,6.2,40.1,1553,84.9,12.0,3.0,0.0,11.6
36005022102,Bronx,Bronx,18664.0,9696.0,14.9,0.5,76.4,3.0,2.0,3.1,39.7,1600,85.9,10.6,3.6,0.0,20.5
36005022200,Bronx,Bronx,40331.0,18173.0,22.3,7.0,65.8,2.3,1.7,0.7,43.1,1636,87.5,11.5,1.0,0.0,14.0
36005022300,Bronx,Bronx,24277.0,13806.0,16.0,3.2,68.5,8.2,1.9,2.2,42.2,2032,88.5,7.9,3.6,0.0,15.3
36005022401,Bronx,Bronx,43611.0,30091.0,12.7,4.8,71.1,7.8,1.6,2.1,43.3,1230,84.2,12.1,3.7,0.0,17.0
36005022403,Bronx,Bronx,38333.0,20184.0,7.9,2.4,65.8,8.1,9.2,6.6,45.9,1557,75.0,17.1,7.8,0.0,15.7
36005022404,Bronx,Bronx,42070.0,24555.0,16.6,5.5,63.8,9.1,2.8,2.2,45.9,2151,73.2,24.1,2.6,0.0,6.4
36005022500,Bronx,Bronx,29302.0,14612.0,8.1,7.1,72.7,8.6,2.6,1.0,39.3,2849,85.2,7.8,7.0,0.0,15.6
36005022701,Bronx,Bronx,29426.0,13012.0,14.7,7.0,60.0,12.8,0.4,5.1,37.5,2550,82.4,13.2,4.4,0.0,13.2
36005022702,Bronx,Bronx,23500.0,15663.0,11.8,0.0,68.5,8.1,1.5,10.1,38.1,606,74.3,12.5,13.2,0.0,17.4
36005022703,Bronx,Bronx,45673.0,18038.0,6.0,7.6,62.4,21.7,2.3,0.0,33.4,834,87.4,7.7,4.9,0.0,7.7
36005022800,Bronx,Bronx,45069.0,23256.0,15.9,5.1,60.0,11.5,2.6,4.9,44.3,2988,77.3,16.4,6.4,0.0,12.8
36005022901,Bronx,Bronx,24115.0,12778.0,12.6,1.0,63.7,15.3,1.1,6.3,36.3,2145,83.4,8.1,8.5,0.0,16.2
36005022902,Bronx,Bronx,24142.0,11642.0,13.8,2.3,64.2,13.5,0.0,6.2,40.3,1361,79.6,7.0,13.4,0.0,19.4
36005023000,Bronx,Bronx,43929.0,17638.0,22.3,6.3,63.2,3.8,0.0,4.5,44.0,1420,83.6,12.7,3.7,0.0,15.3
36005023100,Bronx,Bronx,24250.0,10136.0,3.8,1.9,82.4,5.1,6.8,0.0,42.1,476,83.2,5.9,10.9,0.0,23.3
36005023200,Bronx,Bronx,44318.0,22513.0,33.3,8.4,48.4,7.1,0.5,2.2,46.8,1188,81.9,16.8,1.3,0.0,17.6
36005023301,Bronx,Bronx,26250.0,12713.0,10.1,12.0,62.8,5.8,5.3,4.0,38.7,1835,84.3,8.1,7.6,0.0,13.2
36005023302,Bronx,Bronx,22566.0,10361.0,5.6,2.5,72.2,11.2,1.0,7.5,44.1,1278,85.1,7.1,7.8,0.0,14.0
36005023501,Bronx,Bronx,27316.0,13906.0,21.7,1.8,57.6,9.4,8.1,1.5,37.5,1376,83.6,8.6,6.3,1.4,10.2
36005023502,Bronx,Bronx,21582.0,12317.0,8.8,3.1,75.0,7.0,0.0,6.0,40.7,1790,82.6,8.4,9.0,0.0,17.1
36005023600,Bronx,Bronx,40903.0,15934.0,19.0,7.4,60.1,11.9,0.5,1.1,40.5,998,80.2,14.4,5.4,0.0,13.3
36005023702,Bronx,Bronx,32500.0,13510.0,10.5,3.6,78.2,5.5,0.0,2.3,46.0,549,88.3,11.7,0.0,0.0,13.8
36005023703,Bronx,Bronx,27128.0,12746.0,7.3,1.8,71.2,13.7,1.7,4.3,40.7,1966,81.7,8.5,9.8,0.0,17.3
36005023704,Bronx,Bronx,20918.0,11199.0,14.9,0.0,58.8,18.1,1.2,7.0,43.8,1606,93.2,3.2,3.6,0.0,7.2
36005023800,Bronx,Bronx,50074.0,17870.0,31.1,10.5,46.1,6.6,0.3,5.3,40.9,1028,86.2,12.1,1.8,0.0,16.9
36005023900,Bronx,Bronx,20985.0,12525.0,13.3,3.9,69.6,10.2,0.0,3.0,40.8,3209,79.1,12.0,8.9,0.0,12.4
36005024000,Bronx,Bronx,34705.0,16222.0,27.1,4.7,62.1,3.1,0.7,2.2,41.0,1837,77.2,13.3,9.5,0.0,16.0
36005024100,Bronx,Bronx,23856.0,11044.0,14.8,5.4,63.1,10.0,2.0,4.8,41.4,2501,92.8,3.8,3.4,0.0,15.9
36005024300,Bronx,Bronx,19669.0,10226.0,13.6,9.6,62.3,7.4,3.4,3.6,41.3,1894,74.0,14.6,11.4,0.0,16.6
36005024400,Bronx,Bronx,59063.0,24849.0,41.0,5.7,41.8,7.8,1.3,2.5,41.6,1129,80.7,15.2,4.1,0.0,14.5
36005024501,Bronx,Bronx,24864.0,11960.0,10.4,7.5,70.8,5.8,2.9,2.5,44.8,1836,85.0,10.6,4.4,0.0,19.4
36005024502,Bronx,Bronx,25605.0,11275.0,7.1,1.6,62.5,15.5,3.3,10.1,39.4,1463,84.2,11.6,4.2,0.0,15.3
36005024600,Bronx,Bronx,63516.0,32273.0,37.5,11.5,41.7,3.5,3.7,2.0,38.9,1149,75.9,20.1,4.0,0.0,8.9
36005024700,Bronx,Bronx,41455.0,18755.0,23.7,7.3,63.2,1.6,0.8,3.4,45.4,1016,85.7,13.2,1.1,0.0,8.1
36005024800,Bronx,Bronx,52279.0,29807.0,29.2,13.5,45.6,8.4,0.0,3.3,37.8,1469,78.2,19.2,2.6,0.0,8.7
36005024900,Bronx,Bronx,,,,,,,,,,0,,,,,
36005025000,Bronx,Bronx,54726.0,31680.0,32.1,5.1,37.9,18.4,2.3,4.3,36.0,1076,79.4,18.6,2.0,0.0,9.0
36005025100,Bronx,Bronx,28615.0,13571.0,11.4,4.1,72.9,7.0,4.6,0.0,40.9,2778,80.6,10.8,8.6,0.0,10.0
36005025200,Bronx,Bronx,60625.0,23930.0,29.5,8.3,41.2,17.1,3.5,0.4,36.2,1222,85.8,11.0,3.1,0.0,10.8
36005025300,Bronx,Bronx,30957.0,14595.0,12.3,4.1,71.7,6.1,2.9,2.8,44.8,2434,76.1,14.2,9.2,0.5,18.4
