tz,total,male,age_under_29,age_30_54,age_55_over,white,black,asian,others,two_or_more,less_high_school,high_school,college,bachelor
12,187,0.5080213903743316,0.2727272727272727,0.45989304812834225,0.26737967914438504,0.5240641711229946,0.2620320855614973,0.1443850267379679,0.0427807486631016,0.026737967914438502,0.13368983957219252,0.1925133689839572,0.21390374331550802,0.18716577540106952
13,7401,0.5319551411971355,0.16281583569787866,0.6746385623564383,0.16254560194568302,0.7590866099175787,0.056613971084988515,0.15930279691933522,0.0059451425483042835,0.01905147952979327,0.05904607485474936,0.12241588974462911,0.20375624915551951,0.4519659505472233
14,37239,0.49861704127393325,0.19160020408711298,0.5864013534198018,0.2219984424930852,0.7705631193104003,0.07191385375547141,0.13391874110475577,0.007223609656542872,0.01638067617282956,0.09310131851016408,0.15626090926179542,0.2203335213083058,0.33870404683262173
15,9549,0.4871714315635145,0.16713792020106819,0.5520996963032778,0.280762383495654,0.7299193632841136,0.06011100638810347,0.19373756414284218,0.0034558592522777255,0.012776206932663106,0.08545397423814012,0.16095926275002617,0.23091423185673893,0.3555346109540266
16,19130,0.5031887088342917,0.1841087297438578,0.551019341348667,0.2648719289074752,0.6026659696811291,0.06759017250392055,0.30763199163617355,0.00632514375326712,0.015786722425509672,0.10522739153162572,0.15546262415054887,0.21615263983272348,0.3390486147412441
17,30591,0.4826582981922788,0.29681932594553956,0.5618646006995521,0.1413160733549083,0.5471870811676637,0.3770716877512994,0.04730149390343565,0.008989572096368213,0.019450165081233043,0.11617796083815501,0.16357752280082377,0.2144748455428067,0.20895034487267497
18,20088,0.48775388291517324,0.25557546794105934,0.5536140979689367,0.19081043409000398,0.6192254082039028,0.28559338908801274,0.05779569892473118,0.015830346475507767,0.02155515730784548,0.16298287534846675,0.18105336519315013,0.2152031063321386,0.18518518518518517
19,11453,0.48886754562123463,0.218545359294508,0.5198637911464246,0.2615908495590675,0.5290316947524666,0.1410984021653715,0.29773858377717627,0.010652230856544136,0.021479088448441458,0.10835588928664978,0.15751331528857068,0.210425216100585,0.30516022002968657
20,9859,0.4931534638401461,0.29019170301247593,0.5239882341008216,0.1858200628867025,0.6635561415965108,0.259154072421138,0.04675930621766913,0.01186732934374683,0.018663150420935186,0.1449437062582412,0.1775027893295466,0.20600466578760523,0.18135713561213104
21,24560,0.4723127035830619,0.20175081433224756,0.5651465798045603,0.23310260586319217,0.6212540716612378,0.06319218241042346,0.29474755700325733,0.005903908794788274,0.01490228013029316,0.11877035830618893,0.164128664495114,0.21050488599348535,0.30484527687296414
22,34154,0.4704866194296422,0.21610938689465362,0.5595245066463664,0.22436610645897992,0.6094161738010189,0.058851086256368215,0.30795807226093574,0.007700415763892955,0.016074251917784155,0.11705803127012941,0.15842946653393453,0.20647654740293964,0.3019265678983428
23,16815,0.4978887897710378,0.19809693725840025,0.5494498959262564,0.25245316681534347,0.7442164733868569,0.08748141540291407,0.14986619090098127,0.0060660124888492414,0.012369907820398453,0.08325899494498959,0.152066607195956,0.22872435325602142,0.33785310734463275
24,8161,0.4818037005268962,0.23673569415512805,0.5266511456929298,0.23661316015194217,0.7341012130866316,0.15794633010660458,0.07878936404852346,0.009680186251684842,0.01948290650655557,0.09631172650410488,0.1516970959441245,0.20720499938732997,0.30805048400931256
25,11817,0.474993653211475,0.2113057459592113,0.6451722095286452,0.1435220445121435,0.6961157654226962,0.18464923415418466,0.08851654396208852,0.008123889312008125,0.022594567149022596,0.0858085808580858,0.14783786070914784,0.21435220445121436,0.34069560802234067
26,31697,0.49884847146417644,0.2678486923052655,0.5086285768369246,0.22352273085780988,0.7956273464365713,0.0663469728996435,0.11805533646717355,0.006814525033914881,0.013155819162696786,0.10256491150582074,0.16843865350033127,0.20254282739691454,0.25860491529166796
27,2004,0.49550898203592814,0.1996007984031936,0.4940119760479042,0.3063872255489022,0.8547904191616766,0.08632734530938124,0.03992015968063872,0.006487025948103792,0.0124750499001996,0.07385229540918163,0.1601796407185629,0.23053892215568864,0.33582834331337325
28,16985,0.49431851633794527,0.20694730644686488,0.5671474830733,0.22590521047983514,0.5241095083897557,0.18916691198115984,0.2512216661760377,0.013188107153370621,0.022313806299676185,0.12234324403885781,0.16649985281130408,0.22343244038857815,0.28077715631439504
29,13018,0.4541404209555999,0.16822860654478414,0.5278076509448456,0.3039637425103703,0.7954370871101551,0.06222153940697496,0.12067905976340451,0.005838070364111231,0.015824243355354126,0.10377938239360884,0.1735289599016746,0.22322937471193732,0.33123367644799506
30,1071,0.5023342670401494,0.19607843137254902,0.5742296918767507,0.22969187675070027,0.8944911297852475,0.056022408963585436,0.03828197945845005,0.004668534080298786,0.006535947712418301,0.07282913165266107,0.1568627450980392,0.23716153127917833,0.3370681605975724
31,436,0.47706422018348627,0.30963302752293576,0.4954128440366973,0.19495412844036697,0.555045871559633,0.3256880733944954,0.07339449541284404,0.020642201834862386,0.02522935779816514,0.12844036697247707,0.1926605504587156,0.1834862385321101,0.18577981651376146
32,13421,0.46933909544743313,0.23396170181059533,0.5588257208851799,0.2072125773042247,0.5350570002235303,0.3781387377989718,0.05111392593696446,0.01214514566723791,0.023545190373295583,0.14678488935250728,0.18582817971835183,0.23217345950376275,0.2012517696147828
33,12611,0.4955197843152803,0.17056537943065578,0.6443581000713663,0.18507652049797796,0.7916897946237412,0.08421219570216477,0.09983347870906352,0.005154230433748315,0.019110300531282213,0.06882880025374673,0.14090873047339625,0.21631908651177542,0.40337800333042584
34,412,0.49514563106796117,0.24029126213592233,0.5849514563106796,0.17475728155339806,0.6893203883495146,0.16019417475728157,0.10194174757281553,0.019417475728155338,0.02912621359223301,0.11893203883495146,0.16019417475728157,0.1966019417475728,0.28398058252427183
35,22430,0.42251448952296033,0.2546589389210878,0.5505127061970575,0.19482835488185465,0.2852429781542577,0.6521622826571556,0.036914846188140886,0.009362460989745877,0.016317432010699955,0.14150691038787339,0.19121711992866697,0.24288898796255015,0.16972804279982168
36,23152,0.5116188666205943,0.3309865238424326,0.5239288182446441,0.1450846579129233,0.7221838286109191,0.159856599861783,0.08483068417415342,0.01148928818244644,0.021639599170697996,0.131003800967519,0.1554077401520387,0.18901174844505875,0.19359018659295094
37,31320,0.49626436781609196,0.3338441890166028,0.5216794380587484,0.1444763729246488,0.6362707535121328,0.2767241379310345,0.05459770114942529,0.0109514687100894,0.021455938697318006,0.13208812260536398,0.15810983397190292,0.1941890166028097,0.18176883780332057
38,10071,0.4360043689802403,0.20623572634296494,0.5399662396981432,0.2537980339588919,0.21139906662694866,0.7096614040313772,0.046966537583159565,0.009035845496971503,0.022937146261543043,0.1232251017773806,0.1915400655347036,0.26323105947770825,0.21576804686724257
39,36424,0.42732813529540964,0.20977926641774655,0.5431034482758621,0.24711728530639138,0.2526630792883813,0.6662365473314298,0.05202613661322205,0.009389413573468043,0.01968482319349879,0.12942016253019986,0.1936086097078849,0.25672633428508673,0.21046562705908192
40,8468,0.5022437411431271,0.16745394426074633,0.6943788379782712,0.13816721776098254,0.8445914029286726,0.05656589513462447,0.07557864903164856,0.006140765233821445,0.017123287671232876,0.07097307510628248,0.14218233349078885,0.23016060462919224,0.3892300425129901
41,22913,0.47252651333304235,0.24187142670099943,0.5928948631781085,0.16523371012089208,0.49042028542748656,0.41675031641426263,0.06537773316457907,0.006939292104918605,0.02051237288875311,0.10779906603238336,0.16510278008117663,0.2281674158774495,0.2570593113079911
42,34799,0.4652432541164976,0.25558205695565966,0.578292479668956,0.16612546337538436,0.3757004511623897,0.5507916894163626,0.04661053478548234,0.0078737894767091,0.019023535159056294,0.12089427857122331,0.17529239345958217,0.23578263743211011,0.21244863358142477
43,182,0.510989010989011,0.27472527472527475,0.5054945054945055,0.21978021978021978,0.5604395604395604,0.23076923076923078,0.12637362637362637,0.027472527472527472,0.054945054945054944,0.08241758241758242,0.14835164835164835,0.23626373626373626,0.25824175824175827
44,10097,0.5159948499554323,0.20481331088442112,0.5767059522630484,0.21848073685253044,0.8937308111320195,0.060116866395959194,0.03525799742497772,0.003466376151332079,0.007427948895711597,0.06675250074279489,0.156284044765772,0.2287808259879172,0.3433693176190948
45,8186,0.49181529440508187,0.22257512826777426,0.5703640361592963,0.2070608355729294,0.3760078182262399,0.11605179574883948,0.48277547031517226,0.007818226239921818,0.017346689469826534,0.13633032005863668,0.15697532372343026,0.19789885169802102,0.2862203762521378
46,1853,0.5180787911494873,0.1867242309767944,0.5439827307069617,0.2692930383162439,0.8526713437668646,0.08418780356179169,0.045871559633027525,0.007555315704263357,0.009713977334052886,0.08634646519158122,0.14786832164058283,0.2525634106853751,0.3264975715056665
47,11617,0.4511491779288973,0.28432469656537834,0.548076095377464,0.1675992080571576,0.47370233278815527,0.45390376172850133,0.03598175088232762,0.015408453129035035,0.021003701471980718,0.16079882930188516,0.18111388482396487,0.21666523198760437,0.15709735732116725
48,19968,0.5612980769230769,0.24188701923076922,0.5494290865384616,0.20868389423076922,0.7626702724358975,0.08353365384615384,0.12760416666666666,0.006710737179487179,0.019481169871794872,0.078125,0.13311298076923078,0.1977664262820513,0.34910857371794873
49,18607,0.4708443059063793,0.2315257698715537,0.6227226312678025,0.14575159886064384,0.5856398129736121,0.31294674047401516,0.07319825871983662,0.00698661793948514,0.021228569893051004,0.09485677433224056,0.16010103724404795,0.22287311226957596,0.29064330628258184
50,8282,0.5569910649601546,0.25150929727119054,0.5979232069548418,0.15056749577396764,0.7133542622554938,0.11627626177251872,0.14404733156242452,0.007969089591886018,0.01835305481767689,0.07703453272156484,0.1314899782661193,0.19717459550833133,0.34279159623279404
51,17846,0.4392580970525608,0.18289812843214165,0.5676902387089544,0.24941163285890397,0.3327916619970862,0.6127983861929844,0.025944189174044605,0.007788860248795248,0.020676902387089545,0.13218648436624453,0.19348873697187044,0.27132130449400427,0.2201053457357391
52,5130,0.5009746588693957,0.17037037037037037,0.6590643274853801,0.1705653021442495,0.8346978557504874,0.06803118908382066,0.07309941520467836,0.00682261208576998,0.017348927875243666,0.07426900584795322,0.14132553606237816,0.2222222222222222,0.391812865497076
53,10028,0.5018946948544076,0.20831671320303152,0.5751894694854408,0.21649381731152773,0.6579577183885121,0.07927802153968887,0.2357399282010371,0.010869565217391304,0.016154766653370563,0.13921021140805745,0.16882728360590346,0.2116074990027922,0.2720382927802154
54,2415,0.5031055900621118,0.15610766045548655,0.6832298136645962,0.1606625258799172,0.758592132505176,0.11469979296066253,0.09648033126293996,0.004140786749482402,0.02608695652173913,0.08612836438923395,0.16024844720496895,0.2318840579710145,0.3656314699792961
55,18436,0.43930353655890647,0.19950097635061836,0.5188761119548709,0.28162291169451076,0.6589824256888696,0.24202646995009763,0.07751139075721415,0.007431113039704925,0.014048600564113691,0.11065307008027772,0.17878064656107615,0.22873725320026037,0.28232805380776743
56,19098,0.4952351031521625,0.2279819876426851,0.5536181799141271,0.21839983244318778,0.6000628338045869,0.22578280448214472,0.14153314483191956,0.01188606136768248,0.020735155513666354,0.15425699026076028,0.18038538066813278,0.22148916116870876,0.21588648025971305
57,1179,0.5250212044105174,0.23494486853265478,0.553011026293469,0.21204410517387617,0.6598812553011026,0.11704834605597965,0.179813401187447,0.020356234096692113,0.022900763358778626,0.17557251908396945,0.18490245971162,0.19423240033927056,0.21034775233248515
58,3286,0.5045648204503956,0.18107121119902617,0.579123554473524,0.2398052343274498,0.8664029214850882,0.07486305538648813,0.041996348143639686,0.006086427267194157,0.010651247717589775,0.08551430310407791,0.16129032258064516,0.23463177115033476,0.337492391965916
59,140,0.4357142857142857,0.2,0.5071428571428571,0.29285714285714287,0.5642857142857143,0.21428571428571427,0.15,0.007142857142857143,0.06428571428571428,0.15714285714285714,0.2,0.19285714285714287,0.25
60,7969,0.4599071401681516,0.2626427406199021,0.5596687162755678,0.17768854310453006,0.5187601957585645,0.4056970761701594,0.03588907014681892,0.01606224118459029,0.023591416739866984,0.1673986698456519,0.18835487514117205,0.22073033002886183,0.1608733843644121
61,47563,0.4414565944116225,0.27552929798372683,0.5500283834072703,0.1744423186090028,0.40399049681475097,0.5255766036625108,0.04423606584950487,0.007043289952273826,0.01915354372095957,0.11336543111241931,0.1746525660702647,0.22559552593402435,0.2108571788995648
62,18434,0.45220787674948465,0.25382445481176086,0.5387327763914506,0.20744276879678855,0.44124986438103503,0.49913203862428124,0.03504394054464576,0.00645546273190843,0.018118693718129544,0.11939893674731475,0.17939676684387545,0.23044374525333622,0.2169360963437127
63,19628,0.48456286937028736,0.25305685755043816,0.5448339107397595,0.20210923170980233,0.5679641328714082,0.2875484002445486,0.10454452822498471,0.01599755451395965,0.02394538414509884,0.16277766456083145,0.18565314856327694,0.21097411860607296,0.18753821071938048
64,10118,0.49169796402451077,0.16959873492785135,0.5442775252026092,0.28612373986953943,0.6344139157936352,0.047440205574224154,0.30065230282664557,0.00494168808064835,0.012551887724846807,0.09270606839296304,0.15398300059300257,0.22464914014627396,0.35906305593990906
65,5257,0.4936275442267453,0.24177287426288757,0.6231691078561917,0.13505801788092067,0.6206962145710482,0.19307589880159787,0.16035761841354385,0.006277344493056876,0.01959292372075328,0.08864371314437892,0.13524824044131634,0.2067719231500856,0.32756324900133155
66,4304,0.49605018587360594,0.18912639405204462,0.6633364312267658,0.1475371747211896,0.6187267657992565,0.2362918215613383,0.11965613382899629,0.008364312267657992,0.01696096654275093,0.09502788104089219,0.15078996282527882,0.23118029739776952,0.33387546468401486
67,18439,0.4875535549650198,0.19984814794728564,0.5803460057486849,0.2198058463040295,0.6545908129508108,0.06101198546558924,0.26189055805629374,0.008080698519442486,0.014425945007863768,0.1058625738922935,0.15998698410976733,0.20885080535820816,0.32545148869244533
68,15825,0.5323854660347551,0.2324170616113744,0.5656872037914692,0.2018957345971564,0.7612006319115324,0.10742496050552923,0.10654028436018957,0.0064454976303317535,0.018388625592417062,0.0835387045813586,0.1393996840442338,0.1990521327014218,0.34559241706161137
69,24223,0.47991578252074474,0.2516616438921686,0.5500970152334558,0.1982413408743756,0.5132725095983156,0.40651446971886224,0.04338851504768196,0.013747264996078108,0.02307724063906205,0.1586921520868596,0.18874623291912646,0.2253643231639351,0.17553564793791024
70,8709,0.5043058904581468,0.23871856699965552,0.539212309105523,0.22206912389482145,0.5504650361694798,0.32805144103800665,0.08531404294408083,0.013204730738316683,0.02296474911011597,0.15535652772993455,0.19037777012286142,0.22608795498909173,0.18945918015845678
71,24503,0.4330490144063992,0.20707668448761377,0.5396073950128556,0.25331592049953067,0.24719422111578174,0.6850589723707301,0.04219891441864262,0.008325511161898544,0.017222380932946986,0.1332081785903767,0.200057135860915,0.25621352487450516,0.2034444761865894
72,23495,0.42196211959991486,0.21068312406895084,0.5423281549265802,0.24698872100446903,0.23660353266652479,0.7049585018088955,0.034134922323898705,0.008725260693764631,0.015577782506916365,0.13764630772504788,0.1977442008938072,0.2618855075547989,0.19204085975739518
73,11716,0.500170706725845,0.20407989074769545,0.544810515534312,0.25110959371799246,0.4973540457494025,0.08885285080232161,0.38366336633663367,0.009900990099009901,0.020228747012632296,0.1311881188118812,0.16507340389211336,0.21090815978149538,0.2887504267668146
74,23691,0.4621586256384281,0.26778101388713016,0.5583132835253893,0.17390570258748048,0.5150056983664683,0.3889662741125322,0.06251319066312101,0.012156515132328733,0.021358321725549786,0.1361698535308767,0.1694314296568317,0.21932379384576423,0.20729390907939724
75,25205,0.4772069033921841,0.27133505256893475,0.5480261852806982,0.18063876215036698,0.5969450505852013,0.2697480658599484,0.10271771473913906,0.010553461614758976,0.020035707200952192,0.12199960325332275,0.15584209482245587,0.20813330688355486,0.2426899424717318
76,36094,0.4428159804953732,0.24826841026209343,0.5570731977614007,0.19465839197650578,0.3416911398016291,0.5798747714301546,0.04809663656009309,0.011192996065828116,0.019144456142295117,0.14620158475092812,0.19166620490940323,0.23749099573336288,0.17637280434421235
77,11612,0.445745780227351,0.2522390630382363,0.5487426799862212,0.19901825697554254,0.3251808473992422,0.6045470203238029,0.04133654839820875,0.011539786427833276,0.01739579745091285,0.14648639338615227,0.19187047881501895,0.23828797795384085,0.17111608680675164
78,15232,0.46343224789915966,0.2693671218487395,0.5551470588235294,0.17548581932773108,0.5391938025210085,0.3860950630252101,0.03676470588235294,0.016281512605042018,0.021664915966386554,0.16970850840336135,0.18566176470588236,0.21783088235294118,0.15743172268907563
79,23766,0.5034082302448877,0.33598417907935707,0.5012623074981065,0.16275351342253638,0.7925608011444921,0.06547168223512581,0.11621644365900867,0.005974922157704283,0.019776150803669106,0.06925860472944542,0.12092905831860641,0.17651266515189767,0.2973154927206934
80,19449,0.49570672013985295,0.29158311481310095,0.5696951000051417,0.13872178518175743,0.7316057380842202,0.12247416319605121,0.11743534371947144,0.008689392770836546,0.019795362229420535,0.10139338783485012,0.14437760296159186,0.19651395958661114,0.26613193480384595
81,13534,0.4349785724841141,0.2284616521353628,0.5502438303531846,0.22129451751145263,0.30744790897000146,0.6342544702231417,0.029333530367962168,0.00945766218412886,0.019506428254765774,0.13757942958474953,0.1943254026895227,0.25232747155312546,0.18730604403723955
82,33757,0.5137304855289273,0.21527386912344107,0.560594839588826,0.2241312912877329,0.552892733359007,0.08546375566549161,0.33166454365020587,0.011256924489735462,0.018722042835560032,0.14382202209912018,0.16686909381757858,0.20680155227064018,0.26723346268922
83,10842,0.49889319313779745,0.2036524626452684,0.5786755211215643,0.21767201623316731,0.5147574248293673,0.07830658550083011,0.38018815716657445,0.00857775318206973,0.018170079321158456,0.12663715181700794,0.15513742851872347,0.20632724589559123,0.308245711123409
84,12100,0.5085123966942149,0.203801652892562,0.555702479338843,0.24049586776859505,0.9109090909090909,0.02553719008264463,0.05132231404958678,0.004628099173553719,0.007603305785123967,0.06570247933884298,0.15446280991735536,0.2178512396694215,0.35818181818181816
85,13799,0.4369157185303283,0.2208855714182187,0.5429378940502935,0.2361765345314878,0.3011812450177549,0.6296108413653163,0.04362634973548808,0.00789912312486412,0.017682440756576562,0.13616928762953837,0.19784042321907386,0.24690194941662438,0.19820276831654468
86,16231,0.4560409093709568,0.23633787197338427,0.5437126486353274,0.21994947939128828,0.4805618877456719,0.45129690099192904,0.04251124391596328,0.00942640625962664,0.016203561086809194,0.14071837841168136,0.18427700080093648,0.23122420060378288,0.20744254821021502
87,10121,0.5051872344629977,0.37664262424661593,0.5216875802786286,0.10166979547475546,0.7513091591739947,0.06402529394328624,0.16095247505187235,0.005928267957711689,0.017784803873135066,0.045845272206303724,0.09653196324473866,0.14682343641932616,0.3341567038830155
88,1395,0.5505376344086022,0.21935483870967742,0.617921146953405,0.16272401433691755,0.7476702508960573,0.08817204301075268,0.13620071684587814,0.007885304659498209,0.02007168458781362,0.053763440860215055,0.13548387096774195,0.1878136200716846,0.403584229390681
89,48629,0.4498138970573115,0.22348804211478748,0.5480268975302803,0.22848506035493224,0.46531904830450965,0.4347817146147361,0.0734335478829505,0.007999341956445742,0.01846634724135804,0.12554237183573588,0.18135269078122107,0.23261839643011373,0.23699849883814186
90,12091,0.5330411049540981,0.2309982631709536,0.5986270779918949,0.1703746588371516,0.8166404763873956,0.059961955173269375,0.10181126457695806,0.0048796625589281285,0.016706641303448847,0.06757092051939459,0.12521710363079977,0.19510379621205856,0.3811099164667935
91,31078,0.44188815239075874,0.20593345775146407,0.5413475770641611,0.2527189651843748,0.33544629641547075,0.581858549456207,0.05611686723727396,0.00843040092670056,0.01814788596434777,0.12207992792328978,0.18617671664843297,0.2525259025677328,0.23328399510908038
92,27346,0.4867622321363271,0.19088714985738317,0.5586557448987055,0.25045710524391135,0.42624149784246324,0.10879104805090324,0.4384187815402618,0.009434652234330432,0.01711402033204125,0.14013018357346596,0.1686901192130476,0.2134132962773349,0.2868792510787684
93,300,0.5266666666666666,0.25,0.5166666666666667,0.23333333333333334,0.57,0.20666666666666667,0.15666666666666668,0.02666666666666667,0.04,0.16,0.15666666666666668,0.21666666666666667,0.21666666666666667
94,10141,0.4901883443447392,0.2662459323538113,0.5447194556749827,0.189034611971206,0.5886007297110739,0.34049896459915197,0.03421753278769352,0.01498865989547382,0.021694113006606845,0.17138349275219406,0.19002070801696086,0.2136870131150774,0.1586628537619564
95,42120,0.478656220322887,0.16253561253561252,0.5948717948717949,0.24259259259259258,0.6738603988603988,0.0806980056980057,0.2198005698005698,0.007027540360873694,0.018613485280151946,0.0929724596391263,0.149002849002849,0.2201329534662868,0.37535612535612534
96,394,0.5304568527918782,0.22842639593908629,0.5203045685279187,0.2512690355329949,0.6522842639593909,0.18781725888324874,0.09644670050761421,0.03299492385786802,0.030456852791878174,0.12690355329949238,0.1751269035532995,0.1802030456852792,0.2893401015228426
97,14355,0.4748867990247301,0.2175548589341693,0.6275165447579241,0.15492859630790665,0.5495646116335772,0.3215604319052595,0.09543712991988854,0.009056078021595262,0.024381748519679555,0.10330895158481365,0.16551724137931034,0.22528735632183908,0.28833159177986767
98,7422,0.4889517650229049,0.19428725410940448,0.5439234707625977,0.2617892751279978,0.48787388843977364,0.12543788736189707,0.36149285906763673,0.0053893829156561575,0.019805982215036377,0.10185933710590138,0.1510374562112638,0.21341956345998384,0.3393963891134465
99,122,0.5,0.23770491803278687,0.5163934426229508,0.2459016393442623,0.6311475409836066,0.16393442622950818,0.1721311475409836,0.01639344262295082,0.01639344262295082,0.13114754098360656,0.18032786885245902,0.20491803278688525,0.2459016393442623
100,1064,0.5676691729323309,0.17857142857142858,0.5770676691729323,0.24436090225563908,0.6362781954887218,0.1137218045112782,0.20582706766917294,0.013157894736842105,0.03101503759398496,0.10902255639097744,0.16917293233082706,0.22838345864661655,0.3148496240601504
101,10307,0.48491316580964394,0.2061705636945765,0.5116910837295042,0.2821383525759193,0.5886290870282332,0.11788105171242845,0.2694285437081595,0.006597458038226448,0.017463859512952363,0.09187930532647715,0.15193557776268554,0.21829824391190453,0.33171630930435625
102,16269,0.5109103202409491,0.20824881676808654,0.572684246112238,0.21906693711967545,0.8337328661872272,0.08875776015735448,0.05415206835085131,0.008974122564386256,0.014383182740180711,0.11432786280656464,0.16491486876882414,0.22515212981744423,0.28735632183908044
103,200,0.51,0.19,0.57,0.24,0.545,0.24,0.125,0.035,0.055,0.135,0.21,0.265,0.2
105,135,0.42962962962962964,0.3851851851851852,0.4074074074074074,0.2074074074074074,0.5703703703703704,0.2222222222222222,0.11851851851851852,0.037037037037037035,0.05185185185185185,0.13333333333333333,0.18518518518518517,0.0962962962962963,0.2
106,3728,0.48819742489270385,0.22666309012875535,0.6327789699570815,0.1405579399141631,0.7677038626609443,0.10622317596566523,0.09763948497854077,0.01046137339055794,0.017972103004291844,0.09495708154506438,0.14163090128755365,0.21244635193133046,0.32430257510729615
107,14587,0.49269897854253786,0.30773976828683075,0.5192980050730102,0.17296222664015903,0.809625008569274,0.05264961952423391,0.11791321039281552,0.005689997943374238,0.014122163570302325,0.05552889559196545,0.11236032083361898,0.16809487900185097,0.35627613628573385
108,10613,0.4617921417129935,0.19805898426458118,0.5452746631489682,0.2566663525864506,0.651653632337699,0.12729671158013756,0.19947234523697352,0.005936116084047866,0.015641194761141997,0.11306887779138793,0.16687081880712334,0.22283991331386035,0.29916140582304723
109,17196,0.49901139799953476,0.2044080018608979,0.5617585484996511,0.23383344963945105,0.9271923703186787,0.025994417306350315,0.03483368225168644,0.0025587345894394044,0.00942079553384508,0.0668760176785299,0.14968597348220516,0.23092579669690624,0.3481042102814608
110,40,0.4,0.225,0.4,0.375,0.65,0.15,0.125,0.05,0.025,0.1,0.15,0.325,0.2
111,169,0.5562130177514792,0.28994082840236685,0.44970414201183434,0.2603550295857988,0.48520710059171596,0.2958579881656805,0.14201183431952663,0.029585798816568046,0.047337278106508875,0.13609467455621302,0.14201183431952663,0.20710059171597633,0.22485207100591717
112,20126,0.5136639173208785,0.2551922885819338,0.5984795786544768,0.14632813276358939,0.8481069263639074,0.05599721752956375,0.07025737851535327,0.006111497565338369,0.019526980025837224,0.08238099970187816,0.1479678028420948,0.20302096790221605,0.31143794097187716
113,9631,0.5267365797944139,0.19977157096874676,0.5807288962724535,0.21949953275879971,0.8327276502959194,0.05108503789845291,0.0932405773024608,0.006126051292700654,0.016820683210466203,0.06333714048385422,0.13373481466099055,0.20423632021596927,0.3989201536704392
114,6419,0.5341953575323259,0.25455678454587943,0.5493067455990029,0.19613646985511762,0.811808692942826,0.05810873967907774,0.10484499143168718,0.006854650257049385,0.018382925689359713,0.05997818974918211,0.12026795451004829,0.1891260320922262,0.376071039102664
115,9541,0.47143905251021906,0.21150822764909338,0.5542395975264647,0.23425217482444188,0.502043810921287,0.34881039723299445,0.1210564930300807,0.007231946336861964,0.02085735247877581,0.10994654648359711,0.18352373964993188,0.23089822869720156,0.26412325752017607
116,22230,0.49460188933873145,0.28146648672964464,0.543229869545659,0.17530364372469637,0.5730994152046783,0.3440845704003599,0.04736842105263158,0.012595591542959963,0.02285200179937022,0.1335132703553756,0.16635177687809266,0.20917678812415655,0.20949167791273055
117,13446,0.4415439535921464,0.22705637364271902,0.5670087758441172,0.20593485051316376,0.4222073479101592,0.5016361743269374,0.04611036739550796,0.010858247806038971,0.019187862561356538,0.13929793247062322,0.18808567603748327,0.2345679012345679,0.21099211661460657
118,13342,0.49100584619997,0.19239994003897468,0.5446709638734822,0.2629290960875431,0.8063258881726878,0.05291560485684305,0.1259181532004197,0.0038225153650127417,0.011017838405036727,0.07899865087692999,0.15874681457052917,0.22560335781741866,0.3442512366961475
119,14328,0.47571189279731996,0.2594221105527638,0.5577889447236181,0.1827889447236181,0.5290340591848129,0.40494137353433834,0.03280290340591848,0.01423785594639866,0.018983807928531545,0.1727386934673367,0.18683696259073143,0.22298994974874373,0.15801228364042436
120,176,0.4943181818181818,0.2840909090909091,0.4318181818181818,0.2840909090909091,0.5909090909090909,0.20454545454545456,0.10795454545454546,0.06818181818181818,0.028409090909090908,0.125,0.17613636363636365,0.2215909090909091,0.19318181818181818
121,13720,0.4849854227405248,0.2110787172011662,0.5447521865889213,0.24416909620991253,0.5336734693877551,0.17959183673469387,0.26188046647230323,0.007798833819241982,0.01705539358600583,0.11107871720116617,0.16428571428571428,0.21669096209912536,0.29686588921282797
122,9302,0.46366372823048807,0.21339496882390885,0.5499892496237369,0.23661578155235433,0.3203612126424425,0.5421414749516233,0.10546119114168996,0.01171791012685444,0.020318211137389807,0.13459471081487853,0.19425929907546763,0.24908621801763062,0.20866480326811437
123,16466,0.49635612777845256,0.2080651038503583,0.53188388193854,0.26005101421110166,0.8193854002186324,0.05836268674845135,0.10136037896271104,0.007348475646787319,0.013543058423417952,0.09413336572330863,0.16543179885825338,0.22008988218146483,0.31227984938661485
124,10304,0.4934006211180124,0.19798136645962733,0.5523097826086957,0.24970885093167702,0.8554930124223602,0.07123447204968944,0.05425077639751553,0.007472826086956522,0.01154891304347826,0.0890916149068323,0.1577057453416149,0.2374805900621118,0.3177406832298137
125,1572,0.5235368956743003,0.21246819338422393,0.5903307888040712,0.19720101781170485,0.799618320610687,0.06997455470737914,0.10687022900763359,0.006361323155216285,0.01717557251908397,0.06615776081424936,0.12595419847328243,0.20229007633587787,0.3931297709923664
