capacity,lat,lon,name,short_name,station_id,empytCount_0,empytCount_1,empytCount_2,empytCount_3,empytCount_4,empytCount_5,empytCount_6,empytCount_7,empytCount_8,empytCount_9,empytCount_10,empytCount_11,empytCount_12,empytCount_13,empytCount_14,empytCount_15,empytCount_16,empytCount_17,empytCount_18,empytCount_19,empytCount_20,empytCount_21,empytCount_22,empytCount_23
23,40.686371,-73.99383324,Warren St & Court St,4413.08,3298,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,3.0,15.0,0.0,2.0,0.0,0.0,0.0
25,40.78813,-73.95206,E 98 St & Park Ave,7443.17,3299,19.0,81.0,51.0,12.0,55.0,21.0,0.0,8.0,16.0,64.0,11.0,5.0,6.0,8.0,0.0,7.0,20.0,19.0,15.0,19.0,15.0,33.0,36.0,61.0
25,40.66514681533792,-73.97637605667114,Prospect Park West & 8 St,3722.04,3300,6.0,37.0,20.0,3.0,0.0,13.0,0.0,0.0,0.0,21.0,13.0,7.0,71.0,55.0,30.0,52.0,19.0,25.0,54.0,37.0,16.0,20.0,12.0,80.0
0,40.7919557,-73.968087,Columbus Ave & W 95 St,7520.07,3301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,40.7969347,-73.9643412291,Columbus Ave & W 103 St,7595.17,3302,18.0,12.0,2.0,8.0,0.0,0.0,0.0,17.0,0.0,0.0,37.0,0.0,29.0,43.0,49.0,5.0,31.0,41.0,17.0,12.0,9.0,9.0,14.0,10.0
25,40.6849894,-73.99440329,Butler St & Court St,4339.01,3303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,14.0,1.0,1.0,5.0,3.0,7.0,7.0,0.0,0.0,0.0
27,40.668127,-73.98377641,6 Ave & 9 St,3803.09,3304,3.0,3.0,0.0,29.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,23.0,29.0,6.0,26.0,18.0,14.0,3.0,4.0,20.0,6.0,13.0
39,40.781122299341654,-73.94965589046478,E 91 St & 2 Ave,7286.01,3305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,6.0,25.0,38.0,31.0,35.0,15.0,4.0,5.0,0.0,0.0,0.0
23,40.6662078,-73.98199886,10 St & 7 Ave,3762.08,3306,2.0,0.0,2.0,2.0,0.0,20.0,0.0,0.0,17.0,5.0,0.0,2.0,0.0,26.0,55.0,9.0,44.0,32.0,7.0,47.0,12.0,19.0,13.0,6.0
31,40.7941654,-73.974124,West End Ave & W 94 St,7524.09,3307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,4.0,71.0,10.0,4.0,11.0,7.0,3.0,3.0,3.0,0.0,0.0,0.0
27,40.6861758,-73.99645295,Kane St & Clinton St,4455.11,3308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,60.0,38.0,31.0,14.0,22.0,4.0,13.0,4.0,4.0,0.0,0.0
30,40.7859201,-73.94860294,E 97 St & 3 Ave,7365.08,3309,29.0,0.0,0.0,28.0,0.0,0.0,6.0,0.0,0.0,28.0,7.0,11.0,60.0,25.0,19.0,0.0,0.0,20.0,31.0,7.0,0.0,12.0,4.0,21.0
24,40.663779,-73.98396846,14 St & 7 Ave,3731.11,3310,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,49.0,21.0,54.0,21.0,37.0,13.0,23.0,9.0,12.0,0.0,3.0
21,40.68763155,-74.0016256,Columbia St & Kane St,4422.05,3311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,1.0,2.0,8.0,7.0,18.0,4.0,0.0,0.0,0.0
39,40.78172120000001,-73.94594000000002,1 Ave & E 94 St,7286.05,3312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,9.0,3.0,0.0,0.0,0.0,254.0,0.0,0.0
29,40.66631810000001,-73.9854617,6 Ave & 12 St,3803.05,3313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,76.0,45.0,12.0,0.0,16.0,21.0,11.0,12.0,1.0,1.0,0.0
32,40.7937704,-73.971888,W 95 St & Broadway,7541.01,3314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,31.0,29.0,30.0,27.0,17.0,10.0,5.0,5.0,5.0,1.0,0.0
23,40.6847514,-73.99917254,Henry St & Degraw St,4380.08,3315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,47.0,27.0,41.0,33.0,22.0,20.0,13.0,14.0,0.0,0.0,0.0
24,40.6686273,-73.98700053,10 St & 5 Ave,3842.08,3317,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,17.0,0.0,0.0,4.0,0.0,0.0,4.0,9.0,0.0
39,40.7839636,-73.94716729999998,2 Ave & E 96 St,7338.02,3318,1.0,2.0,1.0,6.0,3.0,7.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
21,40.666287,-73.98895053,14 St & 5 Ave,3771.06,3319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,22.0,3.0,8.0,0.0,4.0,1.0,0.0,0.0
49,40.794066608185524,-73.96286845207214,Central Park West & W 100 St,7538.12,3320,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,9.0,27.0,17.0,16.0,19.0,15.0,1.0,5.0,20.0,7.0,9.0
25,40.6831164,-73.99785267,Clinton St & Union St,4266.03,3321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,40.668603,-73.99043940000001,12 St & 4 Ave,3882.01,3322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,26.0,0.0,0.0,7.0,6.0,0.0,6.0,0.0,0.0,0.0
59,40.7981856,-73.96059090060001,W 106 St & Central Park West,7606.01,3323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,11.0,12.0,21.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0
25,40.6685455,-73.99333264,3 Ave & 14 St,3850.03,3324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,40.67434,-74.00194698,Clinton St & Centre St,4045.01,3326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,40.7877214,-73.94728331,3 Ave & E 100 St,7414.17,3327,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,29.0,3.0,29.0,17.0,18.0,0.0,2.0,17.0,14.0,16.0,1.0,7.0,10.0
39,40.795,-73.9645,W 100 St & Manhattan Ave,7538.14,3328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,21.0,33.0,16.0,20.0,6.0,8.0,5.0,2.0,1.0,0.0,0.0
27,40.6829151,-73.99318208,Degraw St & Smith St,4298.05,3329,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,26.0,13.0,55.0,14.0,25.0,2.0,5.0,3.0,5.0,0.0
19,40.6725058,-74.00494695,Henry St & Bay St,3972.08,3330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,40.8013434,-73.97114574390001,Riverside Dr & W 104 St,7623.13,3331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,53.0,12.0,21.0,9.0,18.0,12.0,0.0,0.0,0.0
19,40.68199044270703,-73.99079024791719,Degraw St & Hoyt St,4258.07,3332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0
21,40.6747055,-74.00755720000002,Columbia St & Lorraine St,4103.08,3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,40.6772744,-73.98282002,Union St & 4 Ave,4175.15,3335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,40.787801,-73.953559,E 97 St & Madison Ave,7393.09,3336,4.0,20.0,14.0,32.0,43.0,11.0,1.0,20.0,0.0,10.0,2.0,20.0,18.0,14.0,6.0,24.0,17.0,2.0,22.0,29.0,17.0,10.0,15.0,18.0
23,40.67363551341504,-74.01195555925368,Dwight St & Van Dyke St,3981.10,3337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,40.7862586,-73.94552579,2 Ave & E 99 St,7386.10,3338,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,3.0,11.0,0.0
23,40.6765304,-73.97846879,Berkeley Pl & 6 Ave,4134.06,3339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,32.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
21,40.6753274,-74.0100698,Wolcott St & Dwight St,4054.02,3340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,40.795346,-73.96186,Central Park West & W 102 St,7577.24,3341,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,26.0,24.0,39.0,22.0,20.0,23.0,14.0,18.0,11.0,0.0
23,40.6777748,-74.0094613,Pioneer St & Richards St,4128.08,3342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,20.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,17.0
23,40.7997568,-73.9621128676,W 107 St & Columbus Ave,7619.05,3343,0.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,61.0,39.0,45.0,28.0,25.0,29.0,5.0,12.0,8.0,3.0,11.0
19,40.679043,-74.011169,Pioneer St & Van Brunt St,4169.04,3344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
35,40.78948541553215,-73.9524292945862,Madison Ave & E 99 St,7443.01,3345,58.0,66.0,73.0,18.0,78.0,0.0,26.0,10.0,63.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,160.0,95.0
29,40.675146838709786,-73.9752320945263,Berkeley Pl & 7 Ave,4051.01,3346,13.0,34.0,10.0,14.0,0.0,0.0,9.0,10.0,0.0,0.0,0.0,8.0,1.0,7.0,1.0,1.0,0.0,5.0,9.0,4.0,6.0,8.0,11.0,2.0
21,40.6773429,-74.01275056,Van Brunt St & Wolcott St,4095.03,3347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,40.677236,-74.015665,Coffey St & Conover St,4137.10,3348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
30,40.6729679,-73.97087984,Grand Army Plaza & Plaza St West,4010.15,3349,21.0,33.0,27.0,17.0,4.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,12.0,11.0,15.0,11.0,7.0,23.0
39,40.7973721,-73.97041192,W 100 St & Broadway,7580.01,3350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,27.0,18.0,14.0,15.0,26.0,2.0,2.0,2.0,0.0,0.0,0.0
25,40.7869946,-73.94164802,E 102 St & 1 Ave,7407.13,3351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,6.0,2.0,1.0,0.0,0.0
21,40.67267243410948,-74.00879524648191,Sigourney St & Columbia St,3940.04,3352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0
31,40.668132,-73.97363831,3 St & Prospect Park West,3865.05,3354,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,21.0,15.0,26.0,11.0,27.0,12.0,10.0,3.0,12.0,0.0,3.0
25,40.768008893059466,-73.96845281124116,E 66 St & Madison Ave,6969.08,3355,42.0,48.0,73.0,60.0,28.0,0.0,0.0,81.0,55.0,10.0,10.0,8.0,23.0,5.0,6.0,3.0,6.0,5.0,5.0,0.0,8.0,26.0,10.0,154.0
21,40.7746671,-73.98470567,Amsterdam Ave & W 66 St,7149.05,3356,2.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,33.0,25.0,23.0,22.0,19.0,14.0,21.0,12.0,10.0,16.0,1.0
35,40.80083629999999,-73.9664492472,W 106 St & Amsterdam Ave,7634.01,3357,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,23.0,3.0,4.0,5.0,9.0,25.0,8.0,7.0,1.0,0.0,0.0,0.0
25,40.6711978,-73.97484126,Garfield Pl & 8 Ave,3978.13,3358,0.0,45.0,0.0,0.0,6.0,19.0,0.0,0.0,56.0,0.0,0.0,43.0,11.0,26.0,19.0,27.0,10.0,19.0,10.0,10.0,11.0,9.0,0.0,1.0
35,40.7691572,-73.96703464,E 68 St & Madison Ave,6932.15,3359,45.0,9.0,121.0,58.0,82.0,0.0,0.0,89.0,35.0,0.0,5.0,27.0,3.0,6.0,0.0,2.0,2.0,11.0,3.0,17.0,4.0,37.0,38.0,21.0
25,40.7829391,-73.9786517,Amsterdam Ave & W 79 St,7311.02,3360,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,38.0,16.0,15.0,11.0,8.0,9.0,4.0,8.0,1.0,1.0,1.0
23,40.6740886,-73.9787282,Carroll St & 6 Ave,4019.06,3361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,40.7781314,-73.96069399,Madison Ave & E 82 St,7188.13,3362,22.0,66.0,34.0,0.0,53.0,0.0,0.0,48.0,85.0,0.0,8.0,16.0,32.0,13.0,22.0,9.0,17.0,9.0,5.0,12.0,15.0,6.0,1.0,60.0
33,40.7904828,-73.95033068,E 102 St & Park Ave,7488.24,3363,23.0,6.0,0.0,23.0,54.0,0.0,0.0,127.0,48.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,34.0,2.0,79.0
27,40.6751622,-73.9814832,Carroll St & 5 Ave,4060.09,3364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,6.0,2.0,7.0,9.0,4.0,4.0,3.0,3.0,3.0,0.0
27,40.67038370000001,-73.97839676,3 St & 7 Ave,3905.15,3365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,14.0,33.0,8.0,28.0,16.0,15.0,5.0,2.0,11.0,4.0,0.0,0.0
31,40.8021174,-73.9681805305,West End Ave & W 107 St,7650.05,3366,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,20.0,35.0,26.0,9.0,24.0,11.0,23.0,15.0,10.0,0.0,1.0
39,40.7922553,-73.95249933,5 Ave & E 103 St,7511.19,3367,21.0,18.0,10.0,57.0,0.0,19.0,0.0,14.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,259.0,37.0,11.0
30,40.67281550000001,-73.98352355,5 Ave & 3 St,3987.06,3368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,30.0,4.0,17.0,15.0,4.0,0.0,1.0,0.0,0.0,0.0
29,40.7724607,-73.9468208,E 82 St & East End Ave,7049.04,3369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,5.0,20.0,14.0,27.0,15.0,14.0,9.0,0.0,0.0,14.0
25,40.7727966,-73.95577801,E 78 St & 2 Ave,7057.07,3370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,22.0,58.0,31.0,30.0,40.0,6.0,20.0,6.0,11.0,1.0,7.0,2.0
27,40.674613422475815,-73.98501142859459,4 Ave & 2 St,4028.05,3371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
39,40.7689738,-73.95482273,E 74 St & 1 Ave,6953.08,3372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,17.0,10.0,26.0,13.0,10.0,4.0,2.0,3.0,0.0,0.0,0.0
27,40.6750705,-73.98775226,3 St & 3 Ave,4028.03,3373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,40.799484,-73.955613,Central Park North & Adam Clayton Powell Blvd,7617.07,3374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,4.0,7.0,0.0,1.0,0.0,0.0,0.0
35,40.7699426,-73.96060712,3 Ave & E 72 St,7028.04,3375,25.0,8.0,36.0,54.0,8.0,5.0,6.0,43.0,31.0,5.0,11.0,7.0,46.0,17.0,38.0,7.0,15.0,14.0,6.0,6.0,9.0,4.0,11.0,3.0
39,40.76471851944339,-73.96222069859505,E 65 St & 2 Ave,6860.12,3376,12.0,9.0,0.0,45.0,0.0,0.0,0.0,0.0,13.0,0.0,11.0,8.0,9.0,30.0,16.0,6.0,5.0,6.0,7.0,2.0,0.0,3.0,5.0,7.0
25,40.6786115,-73.99037292,Carroll St & Bond St,4184.07,3377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,23.0,9.0,19.0,3.0,0.0,1.0,0.0,0.0,6.0,2.0
28,40.773763,-73.96222088,E 76 St & Park Ave,7128.08,3378,59.0,42.0,61.0,20.0,28.0,0.0,0.0,60.0,12.0,7.0,2.0,2.0,10.0,7.0,10.0,11.0,8.0,0.0,4.0,12.0,5.0,21.0,41.0,20.0
35,40.79030510000001,-73.94755757,E 103 St & Lexington Ave,7463.09,3379,42.0,19.0,31.0,12.0,20.0,0.0,15.0,7.0,13.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,10.0,7.0,3.0,8.0,24.0,14.0
21,40.6777287,-73.99364123,3 St & Hoyt St,4110.10,3381,0.0,0.0,0.0,0.0,0.0,41.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,131.0,10.0,11.0
31,40.680611,-73.99475825,Carroll St & Smith St,4225.14,3382,19.0,21.0,20.0,25.0,46.0,16.0,0.0,68.0,0.0,0.0,0.0,2.0,6.0,12.0,7.0,5.0,10.0,11.0,3.0,20.0,8.0,10.0,6.0,38.0
25,40.804213,-73.96699104,Cathedral Pkwy & Broadway,7680.03,3383,4.0,30.0,57.0,31.0,11.0,2.0,10.0,57.0,1.0,28.0,0.0,0.0,10.0,52.0,26.0,35.0,32.0,31.0,32.0,18.0,31.0,13.0,12.0,3.0
25,40.67872420000001,-73.99599099,Smith St & 3 St,4151.01,3384,72.0,16.0,34.0,32.0,90.0,18.0,7.0,70.0,63.0,0.0,1.0,1.0,11.0,34.0,21.0,14.0,38.0,10.0,15.0,12.0,18.0,13.0,31.0,42.0
27,40.6809591,-73.99905709,1 Pl & Clinton St,4193.14,3386,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,38.0,64.0,36.0,9.0,33.0,39.0,14.0,23.0,24.0,15.0,1.0,3.0
25,40.79343370000001,-73.94945003,E 106 St & Madison Ave,7528.31,3387,13.0,9.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,12.0,18.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,76.0
25,40.6828003,-73.99990419,President St & Henry St,4307.13,3388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,32.0,60.0,55.0,18.0,13.0,33.0,11.0,7.0,6.0,0.0,0.0,0.0
28,40.6830456,-74.00348559,Carroll St & Columbia St,4348.07,3389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,40.79329668,-73.9432083,E 109 St & 3 Ave,7504.12,3390,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,3.0,26.0,27.0,8.0,37.0,5.0,20.0,5.0,7.0
25,40.7892529,-73.93956237,E 106 St & 1 Ave,7456.03,3391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,7.0,0.0,1.0,0.0,0.0,0.0
19,40.68121170000001,-74.00860912,Commerce St & Van Brunt St,4243.01,3392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,40.67943270000001,-74.00785041,Richards St & Delavan St,4202.04,3393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,6.0,0.0,0.0
21,40.6769993,-74.00647134,Columbia St & W 9 St,4086.05,3394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,40.6783563,-74.00014502,Clinton St & 4 Place,4119.04,3396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,24.0,25.0,19.0,23.0,1.0,18.0,4.0,6.0,0.0,0.0,0.0,0.0
25,40.6763947,-73.99869893,Court St & Nelson St,4077.07,3397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,40.67469570000001,-73.99785768,Smith St & 9 St,4077.04,3398,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
24,40.67260298150126,-73.98983001708984,7 St & 3 Ave,3996.01,3399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,40.7961535,-73.94782145,E 110 St & Madison Ave,7587.14,3400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,8.0,33.0,24.0,10.0,14.0,5.0,13.0,3.0,3.0,0.0
19,40.6724811,-73.99331394,2 Ave & 9 St,3996.04,3401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,40.6902375,-73.99203074,Court St & State St,4488.08,3402,6.0,13.0,5.0,38.0,1.0,13.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0
31,40.6705135,-73.98876585,4 Ave & 9 St,3955.05,3403,0.0,0.0,5.0,29.0,0.0,0.0,347.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,40.67049220000001,-73.98541675,7 St & 5 Ave,3914.02,3404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,7.0,0.0,0.0,4.0,13.0,1.0,1.0,11.0,0.0,0.0
23,40.6704836,-73.98208968,5 St & 6 Ave,3874.01,3405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,98.0,2.0,19.0,9.0,17.0,1.0,0.0,0.0,3.0,0.0
23,40.67909799721684,-73.98765474557877,Union St & Nevins St,4143.03,3407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,2.0,0.0
27,40.6881529,-73.99520919,Congress St & Clinton St,4455.07,3408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,32.0,22.0,30.0,19.0,6.0,5.0,3.0,4.0,0.0,0.0,0.0
35,40.6867443,-73.99063168,Bergen St & Smith St,4446.01,3409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
