capacity,lat,lon,name,short_name,station_id,empytCount_0,empytCount_1,empytCount_2,empytCount_3,empytCount_4,empytCount_5,empytCount_6,empytCount_7,empytCount_8,empytCount_9,empytCount_10,empytCount_11,empytCount_12,empytCount_13,empytCount_14,empytCount_15,empytCount_16,empytCount_17,empytCount_18,empytCount_19,empytCount_20,empytCount_21,empytCount_22,empytCount_23
31,40.6864442,-73.98759104,Dean St & Hoyt St,4446.05,3410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,17.0,27.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0
27,40.6849668,-73.98620772,Bond St & Bergen St,4404.10,3411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,9.0,8.0,4.0,2.0,6.0,2.0,0.0,3.0,1.0,0.0,0.0
18,40.6853761,-73.98302136,Pacific St & Nevins St,4362.04,3412,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,6.0,5.0,0.0,9.0,0.0,2.0,1.0,5.0,1.0,0.0
22,40.6827549,-73.98258555,Wyckoff St & 3 Ave,4290.06,3413,0.0,51.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,6.0,0.0,0.0
33,40.680944723477296,-73.97567331790923,Bergen St & Flatbush Ave,4281.08,3414,1.0,6.0,0.0,0.0,20.0,0.0,0.0,14.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,9.0,6.0,0.0,4.0
25,40.6793307,-73.97519523,Prospect Pl & 6 Ave,4166.08,3415,23.0,6.0,14.0,26.0,18.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,1.0,17.0,6.0,3.0,4.0,4.0,0.0,1.0,3.0,2.0,3.0,1.0
27,40.6795766,-73.97854971,Baltic St & 5 Ave,4208.11,3417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,6.0,0.0,0.0,0.0,0.0
33,40.67502070000001,-73.97111473,Plaza St West & Flatbush Ave,4010.13,3418,24.0,41.0,23.0,30.0,4.0,39.0,0.0,27.0,7.0,24.0,3.0,0.0,0.0,1.0,0.0,10.0,21.0,10.0,22.0,7.0,6.0,27.0,39.0,99.0
27,40.67927879999999,-73.98154004,Douglass St & 4 Ave,4175.14,3419,0.0,0.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
21,40.6802133,-73.98432695,Douglass St & 3 Ave,4217.02,3420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,40.6843549,-73.98901629,Hoyt St & Warren St,4330.09,3421,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0
21,40.6859296,-74.00242364,Columbia St & Degraw St,4422.04,3422,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,26.0,9.0,83.0,3.0,0.0,1.0,2.0,0.0
29,40.6610633719006,-73.97945255041121,West Drive & Prospect Park West,3651.04,3423,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,2.0,10.0,10.0,7.0,6.0,8.0,8.0,1.0,1.0,0.0,7.0
27,40.791976,-73.945993,E 106 St & Lexington Ave,7504.18,3424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0
33,40.7892105,-73.94370784,2 Ave & E 104 St,7436.11,3425,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,15.0,0.0,23.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,0.0
40,40.72430527250332,-73.99600982666016,Lafayette St & Jersey St,5561.08,3427,21.0,29.0,45.0,56.0,33.0,63.0,91.0,14.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,13.0
39,40.68506807308177,-73.97790759801863,Hanson Pl & Ashland Pl,4395.07,3429,7.0,5.0,2.0,4.0,0.0,24.0,0.0,0.0,5.0,1.0,11.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,40.71907891179564,-73.94223690032959,Richardson St & N Henry St,5433.03,3430,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,28.0,85.0,41.0,66.0,25.0,25.0,62.0,17.0,20.0,5.0,8.0,0.0
23,40.746524,-73.977885,E 35 St & 3 Ave,6313.02,3431,26.0,13.0,8.0,3.0,33.0,9.0,28.0,34.0,0.0,4.0,14.0,9.0,48.0,30.0,35.0,26.0,14.0,16.0,11.0,18.0,7.0,5.0,14.0,14.0
35,40.79025417330417,-73.97718340158461,W 88 St & West End Ave,7484.07,3434,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,21.0,45.0,34.0,47.0,26.0,14.0,20.0,16.0,2.0,0.0,8.0,0.0
45,40.718822,-73.99596,Grand St & Elizabeth St,5382.06,3435,8.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,2.0,0.0,0.0,2.0,2.0,4.0,4.0,6.0,14.0
39,40.79313480986664,-73.97700369358063,Riverside Dr & W 91 St,7524.16,3437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,25.0,20.0,0.0,42.0,13.0,2.0,1.0,2.0,7.0,7.0,0.0,0.0
43,40.692418292578466,-73.98949474096298,Fulton St & Adams St,4637.06,3440,31.0,44.0,28.0,31.0,35.0,157.0,54.0,34.0,30.0,0.0,2.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,51.0
41,40.76132983124814,-73.97982001304626,W 52 St & 6 Ave,6740.01,3443,75.0,129.0,45.0,92.0,21.0,93.0,89.0,52.0,35.0,4.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,6.0,8.0,2.0,4.0,5.0,29.0,82.0
18,40.72146256229816,-73.94800901412964,Eckford St & Engert Ave,5512.05,3449,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,91.0,8.0,27.0,9.0,36.0,10.0,10.0,34.0,15.0,0.0,0.0
43,40.71915571696044,-73.94885390996933,Bayard St & Leonard St,5442.05,3452,9.0,1.0,43.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,9.0,36.0,21.0,10.0,16.0,21.0,7.0,16.0,10.0,7.0,11.0,0.0
19,40.71335226222875,-73.9491033554077,Devoe St & Lorimer St,5259.06,3453,5.0,15.0,5.0,4.0,0.0,7.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,13.0,5.0,17.0,4.0,5.0,4.0,2.0,21.0,19.0
24,40.71036854235229,-73.94705951213838,Leonard St & Maujer St,5148.03,3454,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,25.0,12.0,65.0,49.0,21.0,47.0,25.0,5.0,14.0,41.0,0.0,36.0
22,40.716380319735606,-73.94821286201476,Jackson St & Leonard St,5332.10,3456,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,76.0,21.0,78.0,1.0,10.0,17.0,0.0,0.0,5.0,0.0,35.0
46,40.763025942805186,-73.97209525108337,E 58 St & Madison Ave,6839.04,3457,159.0,65.0,68.0,82.0,78.0,15.0,17.0,95.0,100.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,36.0,48.0,58.0
40,40.76309387270797,-73.97835016250609,W 55 St & 6 Ave,6809.08,3458,52.0,53.0,40.0,58.0,70.0,79.0,67.0,83.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,12.0,22.0,31.0,38.0
34,40.75763227739443,-73.9693057537079,E 53 St & 3 Ave,6617.02,3459,31.0,65.0,17.0,64.0,88.0,31.0,99.0,97.0,0.0,0.0,35.0,7.0,4.0,3.0,1.0,2.0,0.0,8.0,2.0,8.0,4.0,21.0,46.0,37.0
33,40.71485150526252,-74.01122331619263,Murray St & Greenwich St,5288.12,3461,11.0,5.0,19.0,0.0,6.0,29.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0
39,40.75118387463277,-73.97138714790343,E 44 St & 2 Ave,6422.09,3462,72.0,43.0,36.0,48.0,24.0,40.0,93.0,64.0,23.0,0.0,7.0,10.0,32.0,0.0,1.0,3.0,3.0,1.0,0.0,22.0,2.0,37.0,38.0,63.0
37,40.735367055605394,-73.98797392845155,E 16 St & Irving Pl,5938.11,3463,18.0,18.0,25.0,21.0,2.0,7.0,3.0,19.0,0.0,7.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,18.0,12.0,14.0,11.0
42,40.72494672359416,-74.00165855884552,W Broadway & Spring Street,5569.06,3467,7.0,7.0,18.0,18.0,13.0,3.0,69.0,0.0,24.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
23,40.73181401720966,-73.95995020866394,India St & West St,5794.03,3469,13.0,55.0,0.0,1.0,0.0,1.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,12.0
39,40.742753828659026,-74.00747358798982,W 15 St & 10 Ave,6115.09,3472,28.0,76.0,142.0,0.0,51.0,0.0,22.0,73.0,49.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,17.0,33.0
36,40.7252556952547,-74.00412082672119,6 Ave & Spring St,5610.10,3474,16.0,9.0,8.0,27.0,221.0,6.0,16.0,0.0,16.0,8.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,3.0,3.0,11.0,8.0
33,40.65539977447831,-74.01062786579129,39 St & 2 Ave - Citi Bike HQ at Industry City,3501.01,3477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,40.65708866668485,-74.00870203971863,2 Ave & 36 St - Citi Bike HQ at Industry City,3460.01,3478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,40.68512559515415,-74.02535319328308,Picnic Point,4374.01,3479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,40.71649,-74.04105,York St,JC096,3481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,69.0,0.0,9.0,0.0,0.0,11.0,0.0,0.0,10.0,2.0,0.0
14,40.71942,-74.05099,Montgomery St,JC099,3483,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,55.0,0.0,0.0,0.0,20.0,23.0,2.0,8.0,4.0,17.0,10.0
30,40.68841742754083,-73.98451656103134,Schermerhorn St & Bond St,4479.08,3486,0.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0
31,40.710699946313866,-74.00354146957396,Gold St & Frankfort St,5137.12,3489,20.0,0.0,0.0,39.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,29.0,14.0
31,40.796879,-73.93726099999998,E 116 St & 2 Ave,7563.06,3490,0.0,1.0,0.0,3.0,26.0,10.0,0.0,0.0,0.0,26.0,0.0,0.0,29.0,0.0,0.0,1.0,39.0,0.0,2.0,0.0,11.0,3.0,15.0,10.0
24,40.79747,-73.93504,E 118 St & 1 Ave,7596.10,3491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,11.0,21.0,22.0,47.0,18.0,10.0,4.0,0.0,0.0,0.0
27,40.8005385,-73.9419949,E 118 St & Park Ave,7625.18,3492,0.0,0.0,0.0,1.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,31.0,26.0,14.0,9.0,27.0,1.0,12.0,5.0,17.0,0.0
31,40.799139,-73.9389152,E 118 St & 3 Ave,7611.02,3493,21.0,3.0,7.0,34.0,2.0,0.0,0.0,8.0,22.0,51.0,0.0,13.0,2.0,9.0,36.0,31.0,6.0,6.0,32.0,4.0,25.0,1.0,12.0,10.0
25,40.797911,-73.9423,E 115 St & Lexington Ave,7599.09,3494,0.0,0.0,13.0,11.0,28.0,0.0,0.0,0.0,10.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,13.0,11.0,8.0,5.0,19.0,0.0,5.0,1.0
26,40.79456629999999,-73.9362541,E 114 St & 1 Ave,7540.02,3495,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,11.0,11.0,14.0,2.0,14.0,3.0,7.0,16.0,6.0,0.0
25,40.7923272,-73.9383,1 Ave & E 110 St,7522.02,3496,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,5.0,9.0,12.0,8.0,6.0,258.0,0.0,4.0
23,40.7949879,-73.9333349,Pleasant Ave & E 116 St,7450.05,3497,11.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,10.0,3.0,1.0,13.0,0.0,3.0,9.0,2.0,2.0,7.0,5.0
21,40.7974772,-73.9311847,Pleasant Ave & E 120 St,7579.01,3498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,1.0,0.0,13.0,17.0,2.0,9.0,9.0,24.0,6.0,0.0,0.0
25,40.8006721,-73.9349,2 Ave & E 122 St,7622.12,3499,8.0,17.0,6.0,45.0,22.0,7.0,0.0,13.0,18.0,24.0,4.0,1.0,4.0,20.0,10.0,7.0,32.0,36.0,16.0,0.0,17.0,10.0,4.0,18.0
31,40.7989445,-73.944846,E 115 St & Madison Ave,7599.02,3500,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,25.0,21.0,14.0,0.0,6.0,5.0,6.0,1.0,12.0,0.0
29,40.8014866,-73.9442507,E 118 St & Madison Ave,7640.04,3501,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,60.0,53.0,8.0,63.0,30.0,6.0,23.0,51.0,2.0,0.0,1.0
29,40.79541210000001,-73.9441232,Lexington Ave & E 111 St,7567.06,3502,25.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,32.0,2.0,0.0,10.0,3.0,6.0,2.0,2.0,0.0,3.0,0.0,0.0,5.0,2.0,0.0
30,40.80295,-73.942954,Madison Ave & E 120 St,7667.04,3503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,23.0,22.0,26.0,15.0,12.0,13.0,11.0,20.0,11.0,0.0,1.0
27,40.8029263,-73.9379,E 123 St & Lexington Ave,7636.05,3504,86.0,0.0,0.0,0.0,2.0,90.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,2.0,29.0
33,40.805726,-73.936322,Lexington Ave & E 127 St,7662.13,3505,0.0,54.0,23.0,39.0,32.0,0.0,21.0,0.0,17.0,42.0,21.0,7.0,21.0,0.0,28.0,0.0,0.0,5.0,0.0,5.0,16.0,0.0,9.0,10.0
29,40.8013066,-73.93981670000002,Lexington Ave & E 120 St,7652.04,3506,5.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,17.0,54.0,12.0,0.0,21.0,13.0,22.0,10.0,26.0,1.0
36,40.8045555,-73.93968609999997,Park Ave & E 124 St,7682.01,3507,14.0,4.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,3.0,5.0,2.0,0.0,0.0,1.0,0.0,11.0,0.0,4.0,0.0,0.0,5.0
31,40.809725,-73.953149,St Nicholas Ave & Manhattan Ave,7723.01,3508,0.0,0.0,9.0,17.0,0.0,17.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,7.0,13.0,9.0,4.0,3.0,6.0
31,40.8011939,-73.9500739,Lenox Ave & W 115 St,7627.10,3509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,18.0,9.0,21.0,7.0,25.0,1.0
31,40.8078316,-73.949373,Adam Clayton Powell Blvd & W 123 St,7704.04,3510,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,22.0,21.0,8.0,10.0,32.0,8.0,0.0,6.0,11.0,2.0
22,40.802535,-73.9532423,Adam Clayton Powell Blvd & W 115 St,7643.18,3511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,21.0,23.0,15.0,19.0,1.0,30.0,8.0,7.0,4.0,0.0,0.0
19,40.7747175,-73.93378940000002,27 Ave & 4 St,7132.01,3512,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,90.0,13.0,14.0,0.0,0.0,0.0
21,40.774645,-73.92370600000002,21 St & Hoyt Ave S,7126.01,3513,14.0,0.0,0.0,4.0,0.0,21.0,0.0,0.0,51.0,0.0,44.0,59.0,7.0,32.0,45.0,77.0,71.0,7.0,20.0,2.0,15.0,72.0,27.0,6.0
23,40.7767,-73.927631,Astoria Park S & Shore Blvd,7159.08,3514,11.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,55.0,13.0,98.0,80.0,0.0,30.0,11.0,64.0,0.0,26.0,0.0,10.0,12.0,5.0,5.0
19,40.774591,-73.918544,24 Ave & 26 St,7152.10,3515,21.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,2.0,41.0,12.0,10.0,26.0,117.0,17.0,4.0,54.0,0.0,16.0,11.0,23.0,50.0,25.0,5.0
31,40.76991760000001,-73.91840570000002,31 St & Astoria Blvd,6989.07,3516,71.0,89.0,53.0,125.0,45.0,35.0,0.0,0.0,67.0,35.0,9.0,20.0,1.0,4.0,1.0,26.0,45.0,17.0,32.0,62.0,34.0,20.0,39.0,172.0
35,40.7711528,-73.9170074,31 St & Hoyt Ave N,7018.01,3517,139.0,93.0,127.0,0.0,24.0,20.0,0.0,0.0,135.0,55.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,15.0,1.0,8.0,12.0,21.0,51.0,239.0
34,40.808442,-73.94520870000002,Lenox Ave & W 126 St,7720.03,3518,2.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,0.0,1.0
0,40.764258,-73.911239,28 Ave & 43 St,6812.12,3519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,40.804372,-73.951475,Adam Clayton Powell Blvd & W 118 St,7670.09,3520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,6.0,0.0,20.0,3.0,0.0,13.0,3.0,0.0,0.0
36,40.7987859,-73.9523,Lenox Ave & W 111 St,7602.05,3521,5.0,14.0,1.0,29.0,0.0,0.0,32.0,9.0,45.0,26.0,0.0,4.0,0.0,4.0,0.0,4.0,8.0,14.0,17.0,14.0,5.0,6.0,4.0,4.0
19,40.7701477,-73.9120938,37 St & 24 Ave,6981.16,3522,0.0,0.0,2.0,0.0,0.0,0.0,20.0,0.0,0.0,26.0,0.0,0.0,67.0,161.0,45.0,52.0,31.0,60.0,52.0,28.0,13.0,5.0,1.0,4.0
25,40.7729,-73.91614200000002,24 Ave & 29 St,7119.04,3523,52.0,32.0,16.0,96.0,0.0,0.0,0.0,0.0,27.0,0.0,8.0,30.0,86.0,37.0,31.0,6.0,15.0,5.0,29.0,20.0,5.0,0.0,6.0,30.0
23,40.77745520000001,-73.9225403,19 St & 24 Ave,7186.15,3524,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,38.0,45.0,37.0,0.0,9.0,21.0,7.0,5.0,4.0,0.0
21,40.776165,-73.9153175,23 Ave & 27 St,7178.02,3525,24.0,0.0,34.0,29.0,31.0,25.0,0.0,0.0,97.0,203.0,0.0,49.0,30.0,4.0,29.0,19.0,0.0,42.0,33.0,33.0,0.0,7.0,5.0,36.0
27,40.7747878,-73.91255509999998,31 St & 23 Ave,7144.01,3526,26.0,24.0,110.0,49.0,4.0,102.0,41.0,13.0,51.0,50.0,35.0,15.0,0.0,6.0,0.0,1.0,1.0,6.0,3.0,4.0,7.0,13.0,25.0,18.0
27,40.80698,-73.94174699999998,5 Ave & E 126 St,7701.19,3527,4.0,16.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,28.0,6.0,4.0,52.0,11.0,42.0,11.0,120.0,270.0,26.0,9.0,5.0
20,40.7713937,-73.9077436,Steinway St & 23 Ave,7009.02,3528,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,57.0,10.0,3.0,2.0,37.0,9.0,37.0,0.0,17.0,22.0,17.0
25,40.8107922,-73.9430681,Lenox Ave & W 130 St,7753.13,3529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,37.0,8.0,10.0,16.0,11.0,21.0,21.0,0.0,0.0,0.0
19,40.7787185,-73.9145645,Crescent St & Ditmars Blvd,7233.05,3530,11.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,3.0,71.0,47.0,23.0,34.0,0.0,28.0,70.0,25.0,6.0,24.0,2.0,3.0
27,40.8125511,-73.9492286,Frederick Douglass Blvd & W 129 St,7795.09,3531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,40.78145,-73.9183302,Ditmars Blvd & 19 St,7291.06,3532,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,51.0,10.0,46.0,18.0,0.0,107.0,20.0,0.0,3.0,5.0,5.0,0.0
34,40.8114323,-73.95187759999997,St. Nicholas Ave & W 126 St,7756.10,3533,15.0,1.0,1.0,6.0,0.0,0.0,18.0,0.0,0.0,11.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,5.0,0.0,3.0,0.0,0.0
39,40.805159,-73.95469200000002,Frederick Douglass Blvd & W 117 St,7688.12,3534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
27,40.804038,-73.945925,Mt Morris Park W & W 120 St,7685.14,3535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,19.0,46.0,36.0,47.0,17.0,304.0,2.0,14.0,3.0,19.0,0.0
43,40.8082,-73.9641,W 116 St & Broadway,7713.11,3536,78.0,44.0,100.0,35.0,2.0,0.0,3.0,0.0,26.0,35.0,34.0,0.0,4.0,19.0,12.0,10.0,16.0,10.0,33.0,30.0,41.0,30.0,28.0,25.0
29,40.68097410000001,-73.97100970000002,Carlton Ave & Dean St,4199.12,3537,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,17.0,41.0,55.0,7.0,2.0,4.0,12.0,22.0,13.0,9.0,0.0
45,40.802692,-73.96295,W 110 St & Amsterdam Ave,7646.04,3538,23.0,5.0,3.0,16.0,15.0,15.0,0.0,12.0,0.0,0.0,0.0,15.0,10.0,3.0,16.0,17.0,11.0,7.0,11.0,8.0,14.0,13.0,10.0,10.0
43,40.8067581,-73.9607082,W 116 St & Amsterdam Ave,7692.11,3539,154.0,144.0,54.0,19.0,45.0,0.0,0.0,0.0,22.0,59.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,3.0,4.0,9.0,21.0,30.0,90.0,92.0
35,40.81,-73.9551508,Morningside Ave & W 123 St,7741.01,3540,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
39,40.813358,-73.956461,Amsterdam Ave & W 125 St,7800.03,3541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,40.8086249,-73.9596214,Amsterdam Ave & W 119 St,7727.07,3542,32.0,64.0,63.0,59.0,56.0,7.0,16.0,0.0,41.0,57.0,14.0,3.0,10.0,17.0,0.0,8.0,3.0,0.0,6.0,10.0,20.0,23.0,38.0,75.0
35,40.81028506306003,-73.95736455917357,Morningside Dr & Amsterdam Ave,7741.04,3543,80.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,70.0,19.0,0.0,6.0,2.0,40.0,0.0,0.0,0.0,16.0,6.0,11.0,6.0,87.0,66.0,18.0
27,40.6804836,-73.9646795,Underhill Ave & Pacific St,4231.04,3544,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,28.0,127.0,56.0,4.0,21.0,47.0,12.0,26.0,15.0,16.0,11.0,4.0
33,40.8120562,-73.9612547,Broadway & W 122 St,7783.18,3545,42.0,11.0,23.0,8.0,12.0,24.0,22.0,12.0,56.0,12.0,13.0,18.0,19.0,17.0,16.0,12.0,8.0,22.0,4.0,17.0,14.0,21.0,9.0,10.0
21,40.67919439999999,-73.95879029999998,Pacific St & Classon Ave,4148.07,3546,10.0,6.0,1.0,7.0,0.0,46.0,0.0,0.0,0.0,75.0,0.0,5.0,108.0,40.0,60.0,49.0,81.0,45.0,21.0,43.0,19.0,1.0,3.0,21.0
