is_installed,is_renting,is_returning,last_reported,num_bikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,num_ebikes_available,station_id,eightd_has_available_keys,id_num
1,1,1,1541439231,26,2,3,0,0,3260,False,
1,1,1,1541439356,17,2,39,1,0,3263,False,
1,1,1,1541428264,3,1,10,0,0,3267,False,
1,1,1,1541423589,0,3,11,0,0,3268,False,
1,1,1,1541439436,5,1,8,0,0,3269,False,
1,1,1,1541439293,3,0,11,0,0,3270,False,
1,1,1,1541438167,5,1,7,1,0,3272,False,
1,1,1,1541425248,16,2,0,0,0,3273,False,
1,1,1,1541432187,3,2,8,1,0,3275,False,
1,1,1,1541438285,1,1,24,0,0,3276,False,
1,1,1,1541438583,1,0,13,0,0,3277,False,
1,1,1,1541429927,4,1,8,1,0,3278,False,
1,1,1,1541431761,7,1,10,0,0,3279,False,
1,1,1,1541439036,1,2,11,0,0,3280,False,
1,1,1,1541424908,3,1,10,0,0,3281,False,
1,1,1,1541439499,14,2,22,0,1,3282,True,
1,1,1,1541438930,29,2,16,0,0,3283,False,
1,1,1,1541439083,0,2,35,1,0,3284,False,
1,1,1,1541438500,0,1,42,0,0,3285,False,
1,1,1,1541435705,0,0,39,0,0,3286,False,
1,1,1,1541439122,5,2,32,0,0,3288,False,
1,1,1,1541439116,0,1,31,0,0,3289,False,
1,1,1,1541437720,2,0,33,0,0,3290,False,
1,1,1,1541437587,3,1,38,1,0,3292,True,
1,1,1,1541437240,0,0,24,0,0,3293,False,
1,1,1,1541438641,1,0,37,0,0,3294,True,
1,1,1,1541439480,22,0,37,0,0,3295,True,
1,1,1,1541436847,0,0,42,0,0,3296,True,
1,1,1,1541431748,1,1,19,0,0,3297,False,
1,1,1,1541436268,22,0,1,0,0,3298,False,
1,1,1,1541430424,12,0,13,0,0,3299,False,
1,1,1,1541437315,1,0,22,2,0,3300,True,
0,0,0,1,0,0,0,0,0,3301,False,
1,1,1,1541438957,2,1,19,0,0,3302,False,
1,1,1,1541437686,11,1,13,0,0,3303,False,
1,1,1,1541435681,18,1,8,0,0,3304,False,
1,1,1,1541439378,0,0,39,0,0,3305,False,
1,1,1,1541438547,4,1,18,0,0,3306,False,
1,1,1,1541438930,2,0,29,0,0,3307,False,
1,1,1,1541429025,0,2,24,1,0,3308,False,
1,1,1,1541439291,5,0,23,2,0,3309,False,
1,1,1,1541437688,0,1,23,0,0,3310,False,
1,1,1,1541439285,17,0,4,0,0,3311,False,
1,1,1,1541439260,4,0,35,0,0,3312,False,
1,1,1,1541428825,10,0,19,0,0,3313,False,
1,1,1,1541438494,0,0,32,0,0,3314,False,
1,1,1,1541438849,4,0,19,0,0,3315,False,
1,1,1,1541439332,22,0,2,0,0,3317,False,
1,1,1,1541439205,12,0,27,0,0,3318,False,
1,1,1,1541437816,19,1,1,0,0,3319,False,
1,1,1,1541429075,0,0,49,0,0,3320,True,
1,1,1,1541436513,4,0,21,0,0,3321,False,
1,1,1,1541437732,19,0,6,0,0,3322,False,
1,0,0,1,0,0,0,0,0,3323,True,
1,1,1,1541432458,21,3,1,0,0,3324,False,
1,1,1,1541408204,16,0,5,0,0,3326,False,
1,1,1,1541424730,2,0,25,0,0,3327,False,
1,1,1,1541437969,1,1,37,0,0,3328,False,
1,1,1,1541437967,19,0,8,0,0,3329,False,
1,1,1,1541408293,12,1,4,2,0,3330,False,
1,1,1,1541438185,14,1,23,1,0,3331,False,
1,1,1,1541439068,10,0,9,0,0,3332,False,
1,1,1,1541424455,20,0,0,1,0,3333,False,
1,1,1,1541436767,24,0,4,0,0,3335,False,
1,1,1,1541439469,7,1,32,1,0,3336,False,
1,1,1,1541439367,19,0,3,1,0,3337,False,
1,1,1,1541425855,9,2,20,0,0,3338,False,
1,1,1,1541436085,12,1,10,0,0,3339,False,
1,1,1,1541423347,11,1,9,0,0,3340,False,
1,1,1,1541438490,0,1,40,0,0,3341,True,
1,1,1,1541428678,18,0,5,0,0,3342,False,
1,1,1,1541436229,0,0,23,0,0,3343,False,
1,1,1,1541438957,14,2,3,0,1,3344,False,
1,1,1,1541439137,32,1,2,0,0,3345,False,
1,1,1,1541439338,16,0,11,2,0,3346,False,
1,1,1,1541438867,16,2,3,0,0,3347,False,
1,1,1,1541427758,10,0,9,0,0,3348,False,
1,1,1,1541436492,8,0,22,0,0,3349,False,
1,1,1,1541438872,1,0,37,1,0,3350,False,
1,1,1,1541437112,1,1,23,0,0,3351,False,
1,1,1,1541425103,13,0,8,0,0,3352,False,
1,1,1,1541436397,19,1,11,0,0,3354,True,
1,1,1,1541439376,14,0,11,0,0,3355,False,
1,1,1,1541439276,3,1,17,0,0,3356,False,
0,0,0,1,0,0,0,0,0,3357,False,
1,1,1,1541439005,0,0,25,0,0,3358,False,
1,1,1,1541438882,7,0,28,0,0,3359,False,
1,1,1,1541439427,5,2,18,0,0,3360,False,
1,1,1,1541434646,15,1,7,0,0,3361,False,
1,1,1,1541439176,1,0,32,1,0,3362,False,
1,1,1,1541434794,9,1,22,1,0,3363,False,
1,1,1,1541431336,18,0,9,0,0,3364,False,
1,1,1,1541439456,1,0,26,0,0,3365,False,
1,1,1,1541437304,2,0,29,0,0,3366,False,
1,1,1,1541439471,5,0,34,0,0,3367,True,
1,1,1,1541428568,17,1,12,0,0,3368,False,
1,1,1,1541438964,2,1,26,0,0,3369,False,
1,1,1,1541429623,0,0,24,1,0,3370,False,
1,1,1,1541435162,1,0,26,0,0,3371,False,
1,1,1,1541438071,5,1,33,0,0,3372,False,
1,1,1,1541438024,18,0,9,0,1,3373,False,
1,1,1,1541438746,1,0,34,1,0,3374,True,
1,1,1,1541439458,2,0,33,0,0,3375,False,
1,1,1,1541439467,22,0,17,0,0,3376,False,
1,1,1,1541438135,11,2,11,1,0,3377,False,
1,1,1,1541438327,4,1,23,0,0,3378,False,
1,1,1,1541439001,18,1,16,0,0,3379,False,
1,1,1,1541434538,20,0,1,0,0,3381,False,
1,1,1,1541438384,29,1,1,0,0,3382,False,
1,1,1,1541439111,9,2,14,0,0,3383,False,
1,1,1,1541439359,24,0,1,0,0,3384,False,
1,1,1,1541439210,2,2,23,0,0,3386,False,
1,1,1,1541437593,21,1,3,0,0,3387,False,
1,1,1,1541437988,9,1,15,0,0,3388,False,
1,1,1,1541439478,22,0,6,0,1,3389,False,
1,1,1,1541430039,9,1,14,0,0,3390,False,
1,1,1,1541434786,17,0,8,0,0,3391,False,
1,1,1,1541438842,13,1,5,0,0,3392,False,
1,1,1,1541436940,10,0,9,0,0,3393,False,
1,1,1,1541436289,9,3,8,1,0,3394,False,
1,1,1,1541439434,0,0,25,0,0,3396,False,
1,1,1,1541435451,22,2,1,0,0,3397,False,
1,1,1,1541437558,6,0,17,0,0,3398,False,
1,1,1,1541425918,23,0,1,0,0,3399,False,
1,1,1,1541435168,3,1,20,0,1,3400,True,
1,1,1,1541435113,14,0,5,0,0,3401,False,
1,1,1,1541437455,13,3,7,0,1,3402,False,
1,1,1,1541438677,3,1,27,0,0,3403,False,
1,1,1,1541436483,20,1,5,1,0,3404,False,
1,1,1,1541437997,18,1,4,0,0,3405,False,
1,1,1,1541439419,20,2,1,0,0,3407,False,
1,1,1,1541439333,14,0,13,0,0,3408,False,
1,1,1,1541439412,30,0,5,0,0,3409,False,
1,1,1,1541438795,22,0,8,1,0,3410,False,
1,1,1,1541432200,5,1,21,0,0,3411,False,
1,1,1,1541437700,7,1,10,0,0,3412,False,
1,1,1,1541435497,11,1,10,0,0,3413,False,
1,1,1,1541433724,13,0,19,1,0,3414,False,
1,1,1,1541429894,1,0,23,1,0,3415,False,
1,1,1,1541436797,17,1,9,0,0,3417,False,
1,1,1,1541437805,24,1,8,0,0,3418,False,
1,1,1,1541439496,4,0,23,0,0,3419,False,
1,1,1,1541438578,20,0,1,0,0,3420,False,
1,1,1,1541439439,6,1,16,0,0,3421,False,
1,1,1,1541421752,14,2,4,1,0,3422,False,
1,1,1,1541436860,13,3,9,4,0,3423,True,
1,1,1,1541435615,12,0,15,0,0,3424,False,
1,0,0,1541436823,24,1,8,0,0,3425,False,
1,1,1,1541439261,21,3,16,0,0,3427,False,
1,1,1,1541439336,17,0,21,1,0,3429,False,
1,1,1,1541438109,1,0,18,0,0,3430,False,
1,1,1,1541439474,2,0,21,0,0,3431,False,
1,1,1,1541439469,15,0,20,0,0,3434,False,
1,1,1,1541439125,2,0,42,1,0,3435,False,
1,1,1,1541439186,8,0,31,0,0,3437,False,
1,1,1,1541439013,25,0,18,0,0,3440,False,
1,1,1,1541437442,1,0,17,0,0,3449,False,
1,1,1,1541439413,3,1,39,0,0,3452,False,
1,1,1,1541437015,2,0,17,0,0,3453,False,
1,1,1,1541438300,0,0,23,1,0,3454,False,
1,1,1,1541436822,4,0,18,0,0,3456,False,
1,1,1,1541439159,43,1,2,0,0,3457,False,
1,1,1,1541438989,33,0,7,0,0,3458,False,
1,1,1,1541439443,16,0,18,0,0,3459,False,
1,1,1,1541439228,27,0,6,0,1,3461,False,
1,1,1,1541436414,5,0,34,0,0,3462,False,
1,1,1,1541438305,26,2,9,0,0,3463,False,
1,1,1,1541439458,29,0,13,0,0,3467,False,
1,1,1,1541439497,23,0,0,0,0,3469,False,
1,1,1,1541439273,35,0,3,1,0,3472,False,
1,1,1,1541439090,26,1,8,1,0,3474,False,
1,1,1,1541428459,23,0,10,0,0,3477,False,
1,1,1,1541437305,8,3,31,1,0,3478,False,
1,1,1,1541439267,11,0,11,0,0,3481,False,
1,1,1,1541435137,4,0,10,0,0,3483,False,
1,1,1,1541439431,17,1,12,0,0,3486,False,
1,1,1,1541439312,7,0,24,0,0,3489,False,
1,1,1,1541437307,7,1,20,3,0,3490,False,
1,1,1,1541438724,0,0,24,0,0,3491,False,
1,1,1,1541428017,1,0,26,0,0,3492,False,
1,1,1,1541431254,0,0,31,0,0,3493,False,
1,1,1,1541437993,1,0,24,0,0,3494,False,
1,1,1,1541436697,7,0,17,2,0,3495,False,
1,1,1,1541424802,0,1,23,1,0,3496,False,
1,1,1,1541439285,11,2,10,0,0,3497,False,
1,1,1,1541438244,7,0,14,0,0,3498,False,
1,1,1,1541430130,1,0,24,0,0,3499,False,
1,1,1,1541434691,11,1,19,0,0,3500,False,
1,1,1,1541437389,1,1,27,0,0,3501,False,
1,1,1,1541438142,4,0,25,0,0,3502,False,
1,1,1,1541435859,2,0,27,1,0,3503,False,
1,1,1,1541437649,4,0,23,0,0,3504,False,
1,1,1,1541420494,0,0,33,0,0,3505,False,
1,1,1,1541439130,2,0,27,0,0,3506,False,
1,1,1,1541437874,15,0,21,0,0,3507,False,
1,1,1,1541439454,2,0,28,1,0,3508,False,
1,1,1,1541435089,3,0,28,0,0,3509,False,
1,1,1,1541437860,3,0,28,0,0,3510,False,
1,1,1,1541435290,4,0,18,0,0,3511,False,
1,1,1,1541424283,16,2,1,0,0,3512,False,
1,1,1,1541414605,0,1,20,0,0,3513,False,
1,1,1,1541418967,0,0,23,0,0,3514,False,
1,1,1,1541424496,0,0,19,0,0,3515,False,
1,1,1,1541431510,0,0,31,0,0,3516,False,
1,1,1,1541438086,0,0,35,0,0,3517,False,
1,1,1,1541437676,21,0,13,0,0,3518,False,
0,0,0,1,0,0,0,0,0,3519,False,
1,1,1,1541423266,0,0,27,0,0,3520,False,
1,1,1,1541439327,0,1,35,0,0,3521,False,
1,1,1,1541437607,1,0,18,0,0,3522,False,
1,1,1,1541427203,0,1,24,0,0,3523,False,
1,1,1,1541436993,1,0,22,0,0,3524,False,
1,1,1,1541410616,0,0,21,0,0,3525,False,
1,1,1,1541425261,0,2,25,0,0,3526,False,
1,1,1,1541436867,1,0,26,0,0,3527,False,
1,1,1,1541428941,1,0,20,0,0,3528,False,
1,1,1,1541435026,14,0,11,0,0,3529,False,
1,1,1,1541438395,1,0,17,1,0,3530,False,
1,1,1,1541437706,22,1,4,0,0,3531,False,
1,1,1,1541420734,0,1,26,0,0,3532,False,
1,1,1,1541439340,14,2,18,0,0,3533,False,
1,1,1,1541438421,5,0,34,0,0,3534,False,
1,1,1,1541434758,0,0,20,0,0,3535,False,
1,1,1,1541426115,2,1,40,0,0,3536,False,
1,1,1,1541424749,1,0,26,2,0,3537,False,
1,1,1,1541436092,1,2,42,0,0,3538,False,
1,1,1,1541437640,2,0,40,1,0,3539,False,
1,1,1,1541428726,3,0,32,0,0,3540,False,
1,1,1,1541437498,34,0,5,0,0,3541,False,
1,1,1,1541437210,7,0,22,0,0,3542,False,
1,1,1,1541425731,1,0,34,0,1,3543,False,
1,1,1,1541422401,0,0,27,0,0,3544,False,
1,1,1,1541439441,0,1,30,0,0,3545,False,
1,1,1,1541432166,0,0,21,0,0,3546,False,
1,1,1,1541438615,29,1,9,2,0,3547,False,
1,1,1,1541437030,1,1,23,0,0,3549,False,
1,1,1,1541422592,1,1,21,0,0,3551,False,
1,1,1,1541424814,0,0,39,0,0,3552,False,
1,1,1,1541437983,1,0,35,1,0,3553,False,
1,1,1,1541424330,6,0,20,1,0,3554,False,
1,1,1,1541437722,18,0,9,0,0,3555,False,
1,1,1,1541426633,10,0,9,0,0,3556,False,
1,1,1,1541428775,6,0,13,0,0,3557,False,
1,1,1,1541437956,0,1,26,0,0,3558,False,
1,1,1,1541422841,1,0,18,0,0,3559,False,
1,1,1,1541423399,1,0,18,0,0,3560,False,
1,1,1,1541419005,0,1,25,0,0,3561,False,
1,1,1,1541427042,0,0,27,0,0,3562,False,
1,1,1,1541429054,1,0,20,0,0,3563,False,
1,1,1,1541435557,0,0,18,1,0,3564,False,
1,1,1,1541424443,1,1,16,1,0,3565,False,
1,1,1,1541417088,0,0,25,0,0,3566,False,
1,1,1,1541419305,0,0,19,0,0,3567,False,
1,1,1,1541429876,0,0,21,0,0,3568,False,
1,1,1,1541425207,0,0,29,0,0,3569,False,
1,1,1,1541439499,1,0,30,0,0,3570,False,
1,1,1,1541438918,13,0,11,0,0,3571,False,
1,1,1,1541434705,4,0,29,0,0,3572,False,
1,1,1,1541421304,0,0,19,1,0,3573,False,
1,1,1,1541436252,0,0,23,0,0,3574,False,
1,1,1,1541411671,0,1,18,0,0,3575,False,
1,1,1,1541424416,0,2,25,0,0,3576,False,
1,1,1,1541427504,0,0,23,0,0,3577,False,
1,1,1,1541427601,0,0,20,1,0,3578,False,
1,1,1,1541434970,0,0,25,0,0,3579,False,
1,1,1,1541439452,1,1,28,0,0,3580,False,
1,1,1,1541436444,2,0,24,1,0,3581,False,
1,1,1,1541439100,0,0,28,0,0,3582,False,
1,1,1,1541431666,1,1,29,0,0,3583,False,
1,1,1,1541438377,6,0,36,0,0,3584,False,
1,1,1,1541438188,9,1,14,0,0,3585,False,
1,0,0,1541111041,2,0,17,0,0,3586,False,
1,1,1,1541435605,0,0,27,0,0,3587,False,
1,1,1,1541424833,6,1,13,1,0,3588,False,
1,1,1,1541430044,1,0,18,0,0,3589,False,
1,1,1,1541427693,2,0,17,0,0,3590,False,
1,1,1,1541428061,1,0,20,0,0,3591,False,
1,1,1,1541439418,0,0,19,0,0,3592,False,
1,1,1,1541425804,1,0,34,0,0,3593,False,
1,1,1,1541436594,1,0,17,0,0,3595,False,
1,1,1,1541436166,6,1,12,0,0,3596,False,
1,1,1,1541420798,0,0,25,0,0,3597,False,
1,1,1,1541417431,0,0,19,0,0,3598,False,
1,1,1,1541430436,24,0,3,0,0,3599,False,
1,1,1,1541430310,17,0,2,0,0,3601,False,
1,1,1,1541431868,1,0,22,0,0,3602,False,
1,1,1,1541426898,0,1,20,0,0,3603,False,
1,1,1,1541439443,14,1,2,0,0,3604,False,
1,1,1,1541424606,0,0,21,0,0,3605,False,
1,1,0,1541438820,0,0,28,2,0,3664,False,9492319f-51f5-4668-9dec-33a504cd8930
1,1,1,1541436685,11,0,10,0,0,3606,False,
1,1,1,1541428342,1,0,18,0,0,3607,False,
1,1,1,1541439486,15,1,4,1,0,3608,False,
1,1,1,1541437917,2,0,21,0,0,3609,False,
1,1,1,1541439259,5,0,22,0,0,3610,False,
1,1,1,1541430110,6,1,23,1,0,3611,False,
1,1,1,1541439399,1,0,14,0,0,3612,False,
1,1,1,1541436460,12,0,15,0,0,3613,False,
1,1,1,1541438875,1,1,20,1,0,3614,False,
1,1,1,1541434191,7,0,14,0,0,3615,False,
1,1,1,1541435120,1,1,23,0,0,3616,False,
1,1,1,1541420341,0,0,27,0,0,3617,False,
1,1,1,1541433977,3,0,22,0,0,3618,False,
1,1,1,1541420602,0,0,19,0,0,3619,False,
1,1,1,1541420751,3,0,20,0,0,3620,False,
1,1,1,1541420947,0,0,18,1,0,3621,False,
1,1,1,1541422494,0,0,15,0,0,3622,False,
1,1,1,1541431994,1,0,38,0,0,3623,False,
0,0,0,1538571782,0,0,2,0,0,3625,False,
1,1,1,1541439318,6,2,22,1,0,3628,False,
1,1,1,1541439461,20,3,10,0,0,3629,False,
1,1,1,1541436392,16,0,16,1,0,3630,False,
1,1,1,1541439183,5,0,22,0,0,3631,False,
0,0,0,1540212608,0,0,19,0,0,3632,False,
0,0,0,1,0,0,0,0,0,3635,False,
1,1,1,1541438118,18,0,13,0,0,3637,False,
1,1,1,1541438789,10,0,8,0,0,3638,False,
1,1,1,1541438596,11,0,19,0,0,3639,False,
1,1,1,1541435910,13,0,5,0,0,3640,False,
1,1,1,1541439468,37,3,13,1,0,3641,False,
1,1,1,1541435086,1,0,25,0,0,3646,False,
1,1,1,1541430839,14,1,8,0,0,3647,False,
1,1,1,1541436110,12,0,13,0,0,3648,False,
1,1,1,1541437439,6,0,24,0,0,3649,False,
1,1,1,1541428372,0,0,19,0,0,3653,False,
1,1,1,1541437232,3,1,31,0,0,3654,False,
1,1,1,1541439397,8,0,23,0,0,3656,False,
1,1,1,1541439105,17,2,4,0,0,3658,False,
1,1,1,1541438673,23,0,1,1,0,3659,False,
1,1,1,1541439224,18,2,19,0,1,3660,False,
1,1,1,1541432382,10,1,8,0,0,3661,False,
1,1,1,1541438474,1,1,19,0,0,3662,False,
1,1,1,1541439369,3,3,19,0,0,3663,False,
1,1,1,1541437929,5,1,29,0,0,3666,False,
1,1,1,1541437333,4,0,22,0,0,3668,False,
1,1,1,1541428525,0,0,19,0,0,3669,False,
1,1,1,1541439404,2,1,33,1,0,3671,False,
1,1,1,1541436219,7,1,13,0,0,3673,False,
1,1,1,1541439422,25,1,1,0,0,3674,False,
1,1,1,1541437146,5,1,25,0,0,3675,False,
1,1,1,1541438054,24,0,0,0,0,3676,False,
1,1,1,1541438530,3,0,14,1,0,3677,False,
1,1,1,1541425849,1,0,17,0,0,3678,False,
1,1,1,1541434984,4,0,10,0,0,3679,False,
1,1,1,1541439193,19,0,36,0,0,3680,False,
1,1,1,1541424763,12,0,6,0,0,3681,False,
1,1,1,1541439274,21,1,21,0,0,3684,False,
1,1,1,1541438666,29,2,7,1,0,3686,False,
1,1,1,1541439461,51,2,6,0,1,3687,False,
1,1,1,1541438883,17,2,10,0,0,3688,False,
0,0,0,1,0,0,0,0,0,3689,False,
1,1,1,1541438553,23,2,11,0,0,3690,False,
1,1,1,1541439497,0,1,18,0,0,3691,False,
1,1,1,1541429066,13,1,1,0,0,3692,False,
1,1,1,1541427700,22,2,3,0,0,3693,False,
1,1,1,1541416791,2,1,15,0,0,3694,False,
1,1,1,1541439399,15,0,28,0,0,3697,False,
1,1,1,1541438450,0,1,29,0,0,3699,False,
1,1,1,1541429440,35,0,2,0,0,3701,False,
1,1,1,1541429891,2,0,17,0,0,3704,False,
1,1,1,1541439433,28,2,25,0,0,3707,False,
1,1,1,1541439475,26,3,0,0,0,3708,False,
1,1,1,1541438226,4,1,46,0,0,3709,False,
1,1,1,1541439383,0,2,44,1,0,3711,False,
1,1,1,1541439469,2,0,39,0,0,3712,False,
1,1,0,1541439826,34,6,15,2,0,281,True,32461582-cd1e-4ecf-a5ea-563593fa7009
1,1,0,1541439321,9,1,22,1,0,304,False,a58d9e34-2f28-40eb-b4a6-c8c01375657a
1,1,0,1541439863,5,1,47,0,0,359,False,2e104e31-606a-44af-8b25-ceaffc338489
1,1,0,1541439555,26,2,17,0,0,377,False,6628a325-b5ea-45be-86d0-adfb59293176
1,1,0,1541440029,21,1,17,0,0,402,False,37a1ae1b-3dd6-4876-8c57-572aaac97981
1,1,0,1541439298,15,0,13,1,0,426,True,b02a9e74-7659-470b-a6c0-48bf3027d2fc
1,1,0,1541440074,18,1,31,1,0,491,False,6cd74724-ffdd-45fa-aac6-952dd624b738
1,1,0,1541439867,5,1,33,0,0,520,False,f55c69d4-34f0-4173-a175-a2148132ace8
1,1,0,1541438686,31,0,22,0,0,3223,False,6f2b7047-f75f-46d1-bb00-04c5cfd0ee48
1,1,0,1541439908,13,0,27,1,0,3443,False,286d75b2-088f-4a79-bf7d-223928be711c
1,1,1,1541440035,5,0,34,0,0,72,False,
1,1,1,1541439908,27,4,2,0,0,79,False,
1,1,1,1541433147,23,1,3,0,0,82,False,
0,0,0,1,0,0,0,0,0,83,False,
1,1,1,1541437324,3,2,14,0,0,119,False,
1,1,1,1541437602,7,2,10,0,0,120,False,
1,1,1,1541440003,24,0,7,0,0,127,False,
1,1,1,1541439824,27,2,1,0,1,128,False,
1,1,1,1541439989,19,2,3,0,0,143,False,
1,1,1,1541439772,18,0,1,0,0,144,False,
1,1,1,1541439833,5,0,34,0,0,146,False,
1,1,1,1541439735,1,1,27,0,0,150,False,
1,1,1,1541439810,14,1,18,0,0,151,False,
1,1,1,1541438507,3,0,20,0,0,157,False,
1,1,1,1541439854,23,0,12,0,0,161,False,
1,1,1,1541439190,36,4,7,0,0,164,False,
1,1,1,1541440006,23,1,21,0,0,167,False,
1,1,1,1541440005,44,1,2,0,0,168,False,
1,1,1,1541440083,20,0,31,0,0,173,False,
1,1,1,1541439826,22,2,6,0,0,174,False,
1,1,1,1541439917,29,2,14,0,0,195,False,
1,1,1,1541439925,21,1,6,0,0,212,False,
1,1,1,1541423447,8,3,12,0,0,216,False,
1,1,1,1541437198,22,2,14,1,0,217,True,
1,1,1,1541439962,13,0,19,1,0,223,False,
1,1,1,1541439762,34,3,18,0,0,228,False,
1,1,1,1541439932,22,1,0,0,0,229,False,
1,1,1,1541436409,12,1,10,0,0,232,True,
1,1,1,1541440075,0,3,36,0,0,236,False,
1,1,1,1541439683,0,1,38,0,0,237,False,
1,1,1,1541439826,8,2,21,0,0,238,False,
1,1,1,1541439537,26,2,3,0,0,239,False,
1,1,1,1541439173,4,3,15,1,0,241,False,
1,1,1,1541435469,19,1,3,0,0,242,False,
1,1,1,1541438250,27,2,2,0,0,243,False,
1,1,1,1541440087,18,1,11,1,0,244,False,
1,1,1,1541438771,6,1,15,1,0,245,False,
1,1,1,1541439180,0,0,20,0,0,247,False,
1,1,1,1541437985,19,1,3,0,0,248,False,
1,1,1,1541439250,10,0,17,0,0,249,False,
1,1,1,1541439060,11,0,16,0,0,251,False,
1,1,1,1541439946,26,0,7,0,0,252,False,
1,1,1,1541439864,1,1,29,0,0,254,False,
1,1,1,1541440038,16,0,23,0,0,257,False,
1,1,1,1541439778,3,2,18,0,1,258,False,
1,1,1,1541439899,33,4,2,0,0,259,True,
1,1,1,1541439930,29,0,6,0,0,260,False,
1,1,1,1541438139,5,0,21,1,0,261,False,
1,1,1,1541440038,20,1,3,0,0,262,False,
1,1,1,1541439056,25,1,1,0,0,264,False,
1,1,1,1541439330,15,0,20,0,0,265,False,
1,1,1,1541439410,12,0,12,0,0,266,False,
1,1,1,1541439880,1,0,54,2,0,267,False,
1,1,1,1541439739,23,0,4,0,0,268,False,
1,1,1,1541439056,15,0,8,0,0,270,False,
1,1,1,1541439710,17,0,14,0,0,274,False,
1,1,1,1541439566,7,1,11,0,0,275,False,
1,1,1,1541439105,13,0,12,0,0,276,False,
1,1,1,1541431147,14,0,5,0,0,278,False,
1,1,1,1541438990,30,1,5,0,1,279,True,
1,1,1,1541438865,29,2,0,0,0,280,False,
1,1,1,1541438723,4,0,23,0,0,282,False,
1,1,1,1541440068,30,4,15,2,0,285,False,
1,1,1,1541438737,7,2,10,0,0,289,False,
1,1,1,1541438890,5,0,15,0,0,291,False,
1,1,1,1541439884,32,1,22,0,1,293,False,
1,1,1,1541439848,10,1,13,0,0,295,False,
1,1,1,1541439727,10,4,21,0,0,296,False,
1,1,1,1541439877,3,1,23,0,0,297,False,
1,1,1,1541439626,32,1,2,0,0,298,False,
1,1,1,1541439998,2,0,35,0,0,301,False,
1,1,1,1541439889,0,0,23,0,0,302,False,
1,1,1,1541440041,30,0,1,0,0,303,False,
1,1,1,1541440077,28,1,4,0,0,305,False,
1,1,1,1541439947,9,0,20,1,0,307,False,
1,1,1,1541439921,19,0,8,0,0,308,False,
1,1,1,1541439102,30,1,10,0,0,309,False,
1,1,1,1541439180,25,1,10,0,0,310,False,
1,1,1,1541440019,16,2,13,0,0,311,False,
1,1,1,1541439814,3,1,27,0,0,312,False,
1,1,1,1541434783,1,1,21,0,0,313,False,
1,1,1,1541439536,22,0,17,0,0,314,False,
1,1,1,1541435070,20,2,7,0,0,315,False,
1,1,1,1541439304,13,0,30,0,0,316,False,
1,1,1,1541439506,0,1,25,1,0,317,False,
1,1,1,1541440031,26,0,7,0,0,319,False,
1,1,1,1541440092,22,2,3,0,1,320,False,
1,1,1,1541440041,24,1,2,0,0,321,True,
1,1,1,1541440081,14,1,16,0,0,322,False,
1,1,1,1541439918,5,1,29,4,0,323,False,
1,1,1,1541439429,43,1,7,0,0,324,False,
1,1,1,1541440014,2,2,31,0,0,325,False,
1,1,1,1541439991,3,0,23,1,0,326,False,
1,1,1,1541439699,10,1,27,1,0,327,False,
1,1,1,1541437708,20,1,2,0,0,328,False,
1,1,1,1541439847,18,1,20,0,0,330,False,
1,1,1,1541439131,2,1,24,0,0,331,False,
1,1,1,1541439567,0,0,24,0,0,332,False,
1,1,1,1541440060,14,1,16,0,0,334,False,
1,1,1,1541440063,9,2,13,3,0,335,False,
1,1,1,1541440015,27,1,8,0,0,336,False,
1,1,1,1541439237,34,0,3,0,0,337,False,
1,1,1,1541439798,12,1,11,0,0,339,False,
1,1,1,1541438491,16,0,11,0,0,340,False,
1,1,1,1541438989,12,0,6,1,0,341,False,
1,1,1,1541439227,3,0,26,0,0,342,False,
1,1,1,1541440052,18,1,4,0,0,343,False,
1,1,1,1541439905,4,0,19,0,0,344,False,
1,1,1,1541439935,1,3,22,1,0,346,False,
1,1,1,1541439602,25,2,7,1,0,347,False,
1,1,1,1541439823,3,0,19,1,0,349,False,
1,1,1,1541439435,0,0,27,1,0,350,False,
1,1,1,1541439656,32,1,6,0,0,351,False,
1,1,1,1541438829,11,0,16,0,0,353,False,
1,1,1,1541438834,11,1,11,0,0,354,False,
1,1,1,1541439916,31,0,12,0,0,355,False,
1,1,1,1541436136,0,0,23,0,0,356,False,
1,1,1,1541440084,9,2,16,0,0,357,False,
1,1,1,1541439564,33,2,1,0,1,358,False,
1,1,1,1541440037,12,2,25,0,0,360,False,
1,1,1,1541439076,0,0,43,0,0,361,False,
1,1,1,1541439682,1,1,55,0,0,362,False,
1,1,1,1541440086,29,4,14,2,0,363,False,
1,1,1,1541439866,10,1,16,0,0,364,False,
1,1,1,1541438538,10,0,21,0,0,365,False,
1,1,1,1541439527,8,0,25,0,0,366,False,
1,1,1,1541439738,10,1,27,1,1,368,False,
1,1,1,1541437046,1,1,33,0,0,369,False,
0,0,0,1541424477,0,0,27,0,0,372,False,
1,1,1,1541439308,2,0,17,0,0,373,False,
1,1,1,1541440050,30,0,13,0,0,376,False,
1,1,1,1541439493,5,3,34,0,0,379,False,
1,1,1,1541439984,3,0,36,0,0,380,False,
1,1,1,1541439990,32,2,1,1,0,382,False,
1,1,1,1541439602,13,1,25,0,0,383,False,
1,1,1,1541440050,7,4,32,0,0,386,False,
